abstraction_level,angular_concentration,between_cosine_distance,common_energy_fraction,component,effective_rank,family,layer,model_setting,n,natural,parent_id,seed,within_cosine_distance
root,0.9615226935207679,0.72007673272426,0.9153096459569614,sa,2.2383888783889008,noun,1,tiny-w48-l3-h3,6,False,synthetic:noun:p1,11,0.09002662457963785
parent,0.9960532017355783,0.7484335973423161,0.9916333122344698,sa,2.2373922657244054,noun,1,tiny-w48-l3-h3,6,True,natural:noun:bird,11,0.009452144810461638
parent,0.9951552768970866,0.7431267132631306,0.9895217249979852,sa,2.0794019485712947,noun,1,tiny-w48-l3-h3,6,True,natural:noun:mammal,11,0.011595305648312949
root,0.9802954126091379,0.7233712181340167,0.9596774452026956,sa,2.1471348442666067,noun,1,tiny-w48-l3-h3,6,True,natural:noun:bird,11,0.046815074931616775
root,0.8033164425764102,0.842714926139547,0.6328247752467056,sa,1.2712672285079205,noun,1,tiny-w48-l3-h3,6,True,natural:noun:mammal,11,0.41511238948744106
parent,0.994103066668654,0.7471689554057491,0.9873320235357802,sa,2.248059594502169,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p0,11,0.014104697528612336
parent,0.9958190989466783,0.7439225163973213,0.9912606697198776,sa,2.033044135997596,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p1,11,0.010011455549407649
root,0.9789914495009168,0.7270791386182023,0.9556238271668575,sa,2.7167301495775313,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p0,11,0.04985312820955102
root,0.9690525058693497,0.7590026373543897,0.9333144718685161,sa,2.2010884593929823,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p1,11,0.07299847962088139
parent,0.9941918598548062,0.7388773021659055,0.9859999332689392,sa,2.9322660884463003,relation,1,tiny-w48-l3-h3,6,True,natural:relation:social,11,0.013889805231361659
parent,0.9959597465564535,0.7468678040333937,0.9913332555902565,sa,2.167190604558784,relation,1,tiny-w48-l3-h3,6,True,natural:relation:spatial,11,0.00967518045632562
root,0.9738507077978314,0.7279694232890833,0.9446268732476116,sa,2.3253931222152184,relation,1,tiny-w48-l3-h3,6,True,natural:relation:social,11,0.06184125642653396
root,0.9821324750569307,0.7311070825361229,0.9630134603416752,sa,1.953403226205508,relation,1,tiny-w48-l3-h3,6,True,natural:relation:spatial,11,0.04248654500905176
parent,0.9751231344404281,0.7420760834769871,0.9435524656771388,ff,1.0576788877740122,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p0,11,0.05850037007458515
parent,0.99728177839778,0.7430235945478829,0.9935306962648829,ff,1.3918578053321942,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p1,11,0.006509686847391364
root,0.9469135631467012,0.7861286395277821,0.8913269090863923,ff,1.2136076702470597,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p0,11,0.12362207089653231
root,0.991037452509196,0.7754293775669645,0.9653268194395854,ff,1.159033261709546,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p1,11,0.021093129502033525
parent,0.9883408547695223,0.7381898969048986,0.9741579850808537,ff,1.1810387156341846,action,2,tiny-w48-l3-h3,6,True,natural:action:communication,11,0.02779198340289486
parent,0.9901895318422737,0.7295500031110642,0.9780778772926908,ff,1.0973951775150157,action,2,tiny-w48-l3-h3,6,True,natural:action:movement,11,0.02339018162657396
root,0.9885008947897753,0.8015803015643383,0.9741793464994897,ff,1.6017850767239152,action,2,tiny-w48-l3-h3,6,True,natural:action:communication,11,0.02742683375913222
root,0.9905751679079678,0.755414557891287,0.9768670404839912,ff,1.4581710052006365,action,2,tiny-w48-l3-h3,6,True,natural:action:movement,11,0.022472225018864242
parent,0.9939590862217603,0.7468466571274985,0.9857762783819897,ff,1.3541862479350786,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p0,11,0.01444025302948891
parent,0.9939590273110898,0.7443118928034737,0.9796017479038874,ff,1.1814973481218503,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p1,11,0.014360667193214752
root,0.9887474263189077,0.81973415602673,0.9746240459840099,ff,1.7211879057071582,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p0,11,0.026834813860183455
root,0.9846184204013353,0.8168768738793433,0.9254879299193406,ff,1.115335166262383,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p1,11,0.035147712913928195
parent,0.9944608258243716,0.7392211060401523,0.9644298739744284,ff,1.0353653290109226,noun,2,tiny-w48-l3-h3,6,True,natural:noun:bird,11,0.012943770864313501
parent,0.9913045703404378,0.7463152928390169,0.9746994869058123,ff,1.2142897999378173,noun,2,tiny-w48-l3-h3,6,True,natural:noun:mammal,11,0.020652722222064452
root,0.9728591265775566,0.8142021984035365,0.8721329373039433,ff,1.0414976803615446,noun,2,tiny-w48-l3-h3,6,True,natural:noun:bird,11,0.05904241376613753
root,0.9569847508937919,0.8981292711935308,0.9073181597346426,ff,1.4175322295822705,noun,2,tiny-w48-l3-h3,6,True,natural:noun:mammal,11,0.10015060101409685
parent,0.9897154004900024,0.7476944532724877,0.9350825259345421,ff,1.024113263343399,relation,2,tiny-w48-l3-h3,6,False,synthetic:relation:p0,11,0.023452121229908186
parent,0.9932398318690243,0.7417452898030429,0.9858180243160772,ff,1.281178359962329,relation,2,tiny-w48-l3-h3,6,False,synthetic:relation:p1,11,0.01616902865186965
root,0.9600878079547955,0.7966189497849792,0.8365344007601754,ff,1.0212372031684431,relation,2,tiny-w48-l3-h3,6,False,synthetic:relation:p0,11,0.0841178463410723
root,0.9808269200367841,0.7840760345384234,0.9599238032046671,ff,1.309667260624167,relation,2,tiny-w48-l3-h3,6,False,synthetic:relation:p1,11,0.04555606078154963
parent,0.9806828731859856,0.7789947944691856,0.9429978217662324,ff,1.0498524542400842,relation,2,tiny-w48-l3-h3,6,True,natural:relation:social,11,0.04500416151758649
parent,0.9858946312266385,0.7487859322426031,0.967370741612817,ff,1.2157774491137767,relation,2,tiny-w48-l3-h3,6,True,natural:relation:spatial,11,0.03352449223474841
root,0.973915783631115,0.8639168452628516,0.945481872644156,ff,1.214985287100654,relation,2,tiny-w48-l3-h3,6,True,natural:relation:social,11,0.06170827147291142
root,0.97812888496472,0.8386723620836087,0.9505359510315052,ff,1.5165453545124123,relation,2,tiny-w48-l3-h3,6,True,natural:relation:spatial,11,0.05180719948381419
parent,0.9972959701832064,0.7206796395605755,0.9942188943702959,sa,2.2698155563653355,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p0,11,0.006480038552252047
parent,0.9985122001055883,0.7128267845200041,0.996562235089958,sa,1.7126413963423368,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p1,11,0.003566927544975873
root,0.9935780815073333,0.7109245245513003,0.984407430861149,sa,2.4644890982042873,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p0,11,0.015353810964016786
root,0.9947781040854221,0.7097396096798558,0.9875703867481554,sa,1.791532188453277,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p1,11,0.01248475063628763
parent,0.9983477844804266,0.7168348059767735,0.9960554417346864,sa,1.9516585954805263,action,2,tiny-w48-l3-h3,6,True,natural:action:communication,11,0.0039604675267050915
parent,0.9976159224696364,0.7197901406384043,0.9945062975013996,sa,2.540929944714043,action,2,tiny-w48-l3-h3,6,True,natural:action:movement,11,0.005713397210877047
root,0.9946682075219663,0.7103223923892094,0.9872196481454759,sa,1.7917462708428293,action,2,tiny-w48-l3-h3,6,True,natural:action:communication,11,0.012746595965829928
root,0.9943872416215188,0.7126820996684552,0.9863483228441956,sa,2.0639125229383715,action,2,tiny-w48-l3-h3,6,True,natural:action:movement,11,0.013415972406979093
parent,0.9984748664420394,0.7123673190780275,0.9964258415444807,sa,1.7193919006922966,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p0,11,0.003656194494854178
parent,0.998547017054734,0.7114501612637685,0.9964367736050026,sa,1.7597787730406593,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p1,11,0.0034831146697845926
root,0.9946895185014427,0.709638833430251,0.9874379328696137,sa,1.77172761119694,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p0,11,0.012696881776045747
root,0.9945843349167696,0.7112981771831,0.9872016826799954,sa,1.8693478422529635,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p1,11,0.012947245507567044
parent,0.9982329425938601,0.7148479551621054,0.996088130655463,sa,2.2342561335213187,noun,2,tiny-w48-l3-h3,6,True,natural:noun:bird,11,0.004236324937355795
parent,0.9965346541380932,0.723710476510711,0.9924835293794044,sa,1.7761576046155516,noun,2,tiny-w48-l3-h3,6,True,natural:noun:mammal,11,0.008300306363325342
root,0.9945833222296487,0.7095185633745279,0.9872363689503123,sa,1.7960443930243177,noun,2,tiny-w48-l3-h3,6,True,natural:noun:bird,11,0.012950013189888036
root,0.9236884702128668,0.7730361308259863,0.8448461844909076,sa,1.1775000570888183,noun,2,tiny-w48-l3-h3,6,True,natural:noun:mammal,11,0.1740180114098007
parent,0.9982214060426927,0.7175893912149637,0.9961813407340683,sa,1.9240149033789251,relation,2,tiny-w48-l3-h3,6,False,synthetic:relation:p0,11,0.00426406427400825
parent,0.9932397331698933,0.730946308469963,0.9861311730929959,sa,1.6169457651548178,relation,2,tiny-w48-l3-h3,6,False,synthetic:relation:p1,11,0.016168062432430363
root,0.9941897986180064,0.7091983709644955,0.9862946827651136,sa,2.1209560555447804,relation,2,tiny-w48-l3-h3,6,False,synthetic:relation:p0,11,0.013888430705631097
root,0.9862123247019928,0.7304150798783454,0.9708690026957902,sa,2.3514329568283943,relation,2,tiny-w48-l3-h3,6,False,synthetic:relation:p1,11,0.03285565244468203
parent,0.9954420743954865,0.7216838675596462,0.9895647012750647,sa,1.7280735665705513,relation,2,tiny-w48-l3-h3,6,True,natural:relation:social,11,0.010905567484938079
parent,0.9983545682160412,0.7133186038599226,0.996247310809194,sa,1.965229490332645,relation,2,tiny-w48-l3-h3,6,True,natural:relation:spatial,11,0.003944665327994201
root,0.9886436667056775,0.7216550290205401,0.9716571454812611,sa,2.283634913019364,relation,2,tiny-w48-l3-h3,6,True,natural:relation:social,11,0.027018520603130414
root,0.9945525350642819,0.7098500858704473,0.9871885617330718,sa,1.8400317125301318,relation,2,tiny-w48-l3-h3,6,True,natural:relation:spatial,11,0.01302412710225122
parent,0.9111090467029305,0.8311236724945198,0.8170266851666187,ff,1.0425483515545342,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.1989080742601816
parent,0.9646100461611824,0.8325430342621312,0.9089750585487143,ff,1.087930234604974,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.0813268734792409
root,0.9150182876029272,0.8169100512214773,0.8305188609727756,ff,1.0215326938128286,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.1928691204913951
root,0.9340351424868617,0.789409274825613,0.8666698441301469,ff,1.021138242747631,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.1517225767841463
parent,0.936086120033342,0.885380170326683,0.8707784566676844,ff,1.4061943181902345,action,0,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.14788946411477072
parent,0.9679348411952332,0.8999764975057188,0.9354996665127538,ff,1.1174541261431261,action,0,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.07562111378945441
root,0.8923518457361249,0.8499306858103167,0.792406361070994,ff,1.282006322010719,action,0,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.24426251772246016
root,0.9555448574746501,0.893452902557031,0.911350327033848,ff,1.0686190995765759,action,0,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.10411199371286811
parent,0.965046085446108,0.8670836325220186,0.9142056122787813,ff,1.1141701381269749,noun,0,tiny-w48-l3-h3,6,False,synthetic:noun:p0,23,0.08087179423851758
parent,0.9758590931575636,0.8502579280580668,0.9476008758395095,ff,1.1372128228019143,noun,0,tiny-w48-l3-h3,6,False,synthetic:noun:p1,23,0.056979907216625034
root,0.941543391399811,0.8577962195358392,0.875255082342236,ff,1.0466093468799194,noun,0,tiny-w48-l3-h3,6,False,synthetic:noun:p0,23,0.13389001261264533
root,0.9598585393117229,0.8104395345413272,0.920645987491769,ff,1.0974615156218182,noun,0,tiny-w48-l3-h3,6,False,synthetic:noun:p1,23,0.09438568044654676
parent,0.8850135273609386,0.8025196879826636,0.7767083658817587,ff,1.0919950547024786,noun,0,tiny-w48-l3-h3,6,True,natural:noun:bird,23,0.25562963585635445
parent,0.9766482979010883,0.8684975250651389,0.9382858621806754,ff,1.0937409266542866,noun,0,tiny-w48-l3-h3,6,True,natural:noun:mammal,23,0.05453900632041606
root,0.8697331551968069,0.79361917177356,0.7540451500923294,ff,1.0619834728637825,noun,0,tiny-w48-l3-h3,6,True,natural:noun:bird,23,0.2901208961759089
root,0.9656440116392258,0.8465602731650826,0.9207824120633119,ff,1.0380484346459444,noun,0,tiny-w48-l3-h3,6,True,natural:noun:mammal,23,0.07992865805398915
parent,0.92973028102469,0.8953841262171955,0.8625794646132185,ff,1.1548231949281729,relation,0,tiny-w48-l3-h3,6,False,synthetic:relation:p0,23,0.16241030597763378
parent,0.9588734233061458,0.840108982399096,0.9189438238559042,ff,1.2213958227534332,relation,0,tiny-w48-l3-h3,6,False,synthetic:relation:p1,23,0.09665848860355934
root,0.9354922766227033,0.8963628561884356,0.8668088270631481,ff,1.134372844333857,relation,0,tiny-w48-l3-h3,6,False,synthetic:relation:p0,23,0.14818610218697906
root,0.9525556361589324,0.817235800671873,0.9068293414487387,ff,1.1128779089553762,relation,0,tiny-w48-l3-h3,6,False,synthetic:relation:p1,23,0.11115915261686883
parent,0.8548962679155389,0.939495219155245,0.7275737632868653,ff,1.0215349750334874,relation,0,tiny-w48-l3-h3,6,True,natural:relation:social,23,0.3193095638895896
parent,0.9133758537666626,0.8194261829407549,0.7958611349298774,ff,1.0196876468575,relation,0,tiny-w48-l3-h3,6,True,natural:relation:spatial,23,0.1849309493909457
root,0.7821998547122045,0.9076962325350427,0.6171208713676948,ff,1.0131273310133064,relation,0,tiny-w48-l3-h3,6,True,natural:relation:social,23,0.4464531728718149
root,0.8943180232085165,0.8051066209428991,0.7729048687806872,ff,1.0110416716707622,relation,0,tiny-w48-l3-h3,6,True,natural:relation:spatial,23,0.22546095010086456
parent,0.7784181224857442,0.8740409793542403,0.6113339800703022,sa,1.2251880925641314,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.4669244643286
parent,0.9459642628793289,0.835398218947122,0.8929761484540458,sa,1.7165584668618041,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.1261573903275411
root,0.905775285096048,0.8616440033446997,0.8195341103856544,sa,1.202179568362814,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.21471310377738043
root,0.9862482681766617,0.8685766075399934,0.9663223346794624,sa,1.3362288822955821,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.03259781982354185
parent,0.8443910688994197,0.8826760638360701,0.7079985529867012,sa,2.043128163919893,action,0,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.3434662899884012
parent,0.9359016620081678,0.8641123538074869,0.870130855640447,sa,1.4427559502527896,action,0,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.14833434721614622
root,0.6767357008544354,0.884838669332955,0.505727707237863,sa,1.4623035410302418,action,0,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.6296370148732103
root,0.9601016783283004,0.8695245134937192,0.9214186517138869,sa,1.485806306153861,action,0,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.09384466237872162
parent,0.7515724688049361,0.8872015046365601,0.5595968790468262,sa,1.33860593935781,noun,0,tiny-w48-l3-h3,6,False,synthetic:noun:p0,23,0.5205773932238861
parent,0.9401569355110325,0.8751558655945433,0.8769822840132765,sa,2.3780292966167624,noun,0,tiny-w48-l3-h3,6,False,synthetic:noun:p1,23,0.13876952917270338
root,0.6611766667183657,0.9035497883751421,0.49428481399746105,sa,1.1317292568840447,noun,0,tiny-w48-l3-h3,6,False,synthetic:noun:p0,23,0.6077174645669617
root,0.983975685447931,0.9008059913128056,0.9502712134291673,sa,2.0223180799595206,noun,0,tiny-w48-l3-h3,6,False,synthetic:noun:p1,23,0.03784450735757906
parent,0.9164743382312565,0.8116956404955715,0.8249010624810698,sa,2.0219608816375625,noun,0,tiny-w48-l3-h3,6,True,natural:noun:bird,23,0.18942724437039432
parent,0.954787673327087,0.8098353660205897,0.9089828146742368,sa,2.142609760396761,noun,0,tiny-w48-l3-h3,6,True,natural:noun:mammal,23,0.1058949550467262
root,0.9055717007468961,0.8203066793548675,0.7984865210004215,sa,1.8453434561068027,noun,0,tiny-w48-l3-h3,6,True,natural:noun:bird,23,0.21127586903793769
root,0.9801633005872965,0.8257238311696963,0.9597255266507462,sa,2.1000232831264896,noun,0,tiny-w48-l3-h3,6,True,natural:noun:mammal,23,0.04712415157266667
parent,0.8407071199728019,0.9093001603116042,0.7017409945603741,sa,2.4857694560140025,relation,0,tiny-w48-l3-h3,6,False,synthetic:relation:p0,23,0.3477069462487433
parent,0.9487594209004082,0.8867380065118702,0.8931220086614593,sa,2.675602703144392,relation,0,tiny-w48-l3-h3,6,False,synthetic:relation:p1,23,0.11940660241475835
root,0.8285714343017335,0.8986485111068485,0.6790950532792766,sa,1.859841817839664,relation,0,tiny-w48-l3-h3,6,False,synthetic:relation:p0,23,0.3747166268159178
root,0.9867418406586896,0.9035632317274331,0.9720604032982538,sa,2.7169221817640525,relation,0,tiny-w48-l3-h3,6,False,synthetic:relation:p1,23,0.031595350367989126
parent,0.9280691018585271,0.8337405317763044,0.851912169306556,sa,1.935727463092481,relation,0,tiny-w48-l3-h3,6,True,natural:relation:social,23,0.16540651376229878
parent,0.9430981857730374,0.8128649511923265,0.8823502149840268,sa,1.9861524455619792,relation,0,tiny-w48-l3-h3,6,True,natural:relation:spatial,23,0.13187490742643132
root,0.9870115456277769,0.8767550061313839,0.9725082895370214,sa,2.0416930260301505,relation,0,tiny-w48-l3-h3,6,True,natural:relation:social,23,0.030950797109096553
root,0.9847409532104936,0.8674666967386871,0.968649427741851,sa,2.5288672900674927,relation,0,tiny-w48-l3-h3,6,True,natural:relation:spatial,23,0.036322001877013774
parent,0.8856353245630219,0.7808883619709363,0.777470164141016,ff,1.0314012505986787,action,1,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.2543128885360821
parent,0.9723264280174551,0.7958152022677085,0.9407328883692386,ff,1.3010823740838624,action,1,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.06527425119385057
root,0.9195886718639565,0.7390851458488822,0.8445846506457456,ff,1.035709398849801,action,1,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.18503226735874226
root,0.9287182330153754,0.7119086754972153,0.8606835641802979,ff,1.0499401171688976,action,1,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.1645219057823596
parent,0.9827191328511238,0.8454339402187392,0.9580426950859124,ff,1.9252593178413575,action,1,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.040941381947242075
parent,0.9898227190258234,0.8553576262101058,0.9736982408087127,ff,1.317546391079065,action,1,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.02417304141672595
root,0.9679969011022761,0.7506731715667758,0.9208619966480143,ff,1.496422718527815,action,1,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.07476433354476188
root,0.965056225580298,0.814682518342927,0.9228179267191204,ff,1.0545284988902368,action,1,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.08158682463705909
parent,0.9063754531495838,0.8213789539921695,0.7795800920220768,ff,1.0304052250597389,noun,1,tiny-w48-l3-h3,6,False,synthetic:noun:p0,23,0.197543435280976
parent,0.9764095062662731,0.8255186138638604,0.9454052476582194,ff,1.1029278403079519,noun,1,tiny-w48-l3-h3,6,False,synthetic:noun:p1,23,0.05548618114657253
root,0.8823900736989865,0.7545848082176986,0.7741809865737339,ff,1.0281739741953975,noun,1,tiny-w48-l3-h3,6,False,synthetic:noun:p0,23,0.2635264732713289
root,0.9613345710741577,0.7185216210973998,0.9158947778216138,ff,1.1663856409113373,noun,1,tiny-w48-l3-h3,6,False,synthetic:noun:p1,23,0.09010606253914481
parent,0.9190416725523937,0.7744922956890775,0.8352260930608537,ff,1.2076632292205938,noun,1,tiny-w48-l3-h3,6,True,natural:noun:bird,23,0.1863724543414858
parent,0.9745071976094161,0.7983783043327481,0.9445441866934695,ff,1.1493171549414278,noun,1,tiny-w48-l3-h3,6,True,natural:noun:mammal,23,0.060166896803597485
root,0.9434098332921425,0.7193684397858291,0.885501996543099,ff,1.1597823308375697,noun,1,tiny-w48-l3-h3,6,True,natural:noun:bird,23,0.13105961511723144
root,0.9803930051319402,0.7540656403214494,0.959987041766956,ff,1.12421263353742,noun,1,tiny-w48-l3-h3,6,True,natural:noun:mammal,23,0.04658010206620896
parent,0.9495479207386683,0.8630805205418615,0.8903476798834812,ff,1.2996214379589277,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p0,23,0.11690308724560232
parent,0.9711047430941067,0.8442818512357826,0.940700794970728,ff,1.2036914333807391,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p1,23,0.06821483317826707
root,0.9345571709938255,0.808043397519899,0.8676906702129464,ff,1.1587591382210967,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p0,23,0.15135550177758905
root,0.9466639793669227,0.7404118938119311,0.8905029097786454,ff,1.3298673416179405,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p1,23,0.12405970869740596
parent,0.9152659057121005,0.9160162071318126,0.8233238848239632,ff,1.138972527294103,relation,1,tiny-w48-l3-h3,6,True,natural:relation:social,23,0.18971780849045133
parent,0.9120003762432233,0.8115845469226052,0.8176365703747263,ff,1.0707126477474296,relation,1,tiny-w48-l3-h3,6,True,natural:relation:spatial,23,0.19685052630036493
root,0.8413473287100169,0.7600487774413853,0.7023697416442987,ff,1.0925964631565372,relation,1,tiny-w48-l3-h3,6,True,natural:relation:social,23,0.3409513257725859
root,0.8734735997874076,0.7501104234967831,0.7577069818688895,ff,1.0481015158591027,relation,1,tiny-w48-l3-h3,6,True,natural:relation:spatial,23,0.27954056228136237
parent,0.9579448935992233,0.9537426592611563,0.9126591490570876,sa,1.9317275633774167,action,1,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.09854339805860078
parent,0.966721054987579,0.9636273781232023,0.9317665309080533,sa,2.07544705677867,action,1,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.07843482979060251
root,0.982356213180132,0.8971191034819818,0.9596271662043961,sa,1.1715934612667807,action,1,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.041742689236819217
root,0.9543496690689192,0.8905961183879698,0.9091464144099167,sa,1.809815706561602,action,1,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.10693971819934951
parent,0.9762078536210496,0.9663199092748662,0.9519002421206446,sa,2.0282139705956426,action,1,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.05640286227545797
parent,0.9767321792254275,0.9770563924851092,0.9527845804605013,sa,2.108292169245178,action,1,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.05516686121659862
root,0.9805347522775042,0.904996358281222,0.9606506825892613,sa,1.1720757970680205,action,1,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.04625532321674533
root,0.98851542015421,0.9114463115263071,0.9677121674177918,sa,1.2675775161376188,action,1,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.02720463030358274
parent,0.9392958783884854,0.9527794267993708,0.8799143724167562,sa,1.6040201625794264,noun,1,tiny-w48-l3-h3,6,False,synthetic:noun:p0,23,0.1410588432369065
parent,0.8370563421158006,0.9608415274116269,0.6987340369512103,sa,1.2017408083285712,noun,1,tiny-w48-l3-h3,6,False,synthetic:noun:p1,23,0.359091149842983
root,0.9309072687677166,0.9200598151518716,0.8597570813008052,sa,1.0637946970394672,noun,1,tiny-w48-l3-h3,6,False,synthetic:noun:p0,23,0.15783544124735574
root,0.9338865891757067,0.8793712948458683,0.8451620720347502,sa,1.582511968733125,noun,1,tiny-w48-l3-h3,6,False,synthetic:noun:p1,23,0.15099844373407595
parent,0.9106432786069775,0.9700162879541526,0.8235344307650454,sa,1.448797269531094,noun,1,tiny-w48-l3-h3,6,True,natural:noun:bird,23,0.20309834032157853
parent,0.9574090708950881,0.9588132326688302,0.916376017315428,sa,1.7342914584610378,noun,1,tiny-w48-l3-h3,6,True,natural:noun:mammal,23,0.10003152827077856
root,0.9269913719896383,0.8841393653153712,0.8530526032029176,sa,1.100154403854596,noun,1,tiny-w48-l3-h3,6,True,natural:noun:bird,23,0.16661096904608466
root,0.990032904446902,0.9061613661120607,0.9798859808010045,sa,1.0540266194701744,noun,1,tiny-w48-l3-h3,6,True,natural:noun:mammal,23,0.0237966792945245
parent,0.9645109151258563,0.9550116313479537,0.9276946295710954,sa,2.321004657378137,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p0,23,0.08350347399241836
parent,0.9785584476007796,0.9586144694075167,0.9568360469944134,sa,1.775129385721013,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p1,23,0.05089738467117963
root,0.9750451562852902,0.9019084632884085,0.9380125203438056,sa,1.2565892053182595,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p0,23,0.05815105384283691
root,0.916637172723939,0.901807385730206,0.8449911337753383,sa,1.3534046343999886,relation,1,tiny-w48-l3-h3,6,False,synthetic:relation:p1,23,0.18752141489558488
parent,0.9326339447624759,0.948714740137625,0.8695385608146129,sa,1.6903683884272378,relation,1,tiny-w48-l3-h3,6,True,natural:relation:social,23,0.1562163055474311
parent,0.966796749385424,1.0054252055363027,0.9309678714397892,sa,1.758056632984038,relation,1,tiny-w48-l3-h3,6,True,natural:relation:spatial,23,0.0782096356058387
root,0.9600283048273178,0.8663578131079422,0.9203159784667919,sa,1.9595968778631734,relation,1,tiny-w48-l3-h3,6,True,natural:relation:social,23,0.09390526037571124
root,0.9464362582153915,0.8894909019666011,0.8833442920894125,sa,1.3698994314426105,relation,1,tiny-w48-l3-h3,6,True,natural:relation:spatial,23,0.12319345104482314
parent,0.9499344680752708,0.8146831097029992,0.8642906569792903,ff,1.1359670017913368,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.11163667386932603
parent,0.973251959046873,0.8014901703985454,0.9344378185141052,ff,1.2432637574140024,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.0625620450089009
root,0.9138636049856208,0.8118587295213998,0.832359478327536,ff,1.0816557714937467,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p0,23,0.1972812900976343
root,0.8836838254520347,0.7881129864578209,0.7757311614941208,ff,1.0576996739988531,action,2,tiny-w48-l3-h3,6,False,synthetic:action:p1,23,0.2594213163532497
parent,0.9830420951637162,0.8354264087599048,0.9606772905423905,ff,2.186873550421119,action,2,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.04025914185361728
parent,0.9867954430656775,0.8600216478119075,0.9695298240679661,ff,1.4836156076919644,action,2,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.031383072018145004
root,0.931206948743459,0.8169837769230135,0.832227504559125,ff,1.2119625485211014,action,2,tiny-w48-l3-h3,6,True,natural:action:communication,23,0.15212839441249865
root,0.9721800914052309,0.8596493539411855,0.92557956552041,ff,1.1757124515194985,action,2,tiny-w48-l3-h3,6,True,natural:action:movement,23,0.0645455766170545
parent,0.9666519717305136,0.8272579216481717,0.9288055856661278,ff,1.2083175941979607,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p0,23,0.07824536145843274
parent,0.9941459020956073,0.8267933765374069,0.9868719821696453,ff,1.569070246668637,noun,2,tiny-w48-l3-h3,6,False,synthetic:noun:p1,23,0.013994646743728781
