abstraction_level,between_parent_dispersion,cross_template_cosine,effective_rank,family,hierarchy_rsa_spearman,layer,location,model_setting,n_items,natural,normalized_separation,permuted_neighbor_recovery,seed,tree_neighbor_recovery,within_parent_dispersion
root,0.22358949483373328,0.9909608358393083,2.9397808418971447,action,-0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,False,-0.07652307605846156,0.5,23,0.25,0.24069925075276805
parent,0.3513482024106686,0.9764197955048708,2.374096261956282,action,0.8280786712108251,1,post_sa,tiny-w48-l3-h3,4,True,0.41267456944486264,0.0,23,1.0,0.20635573425561948
root,0.32519704740342986,0.9850163619520056,2.661091328766757,action,0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,True,0.19461411870250492,0.25,23,0.75,0.26190911061835465
parent,0.2695244221444131,0.9849991170134178,2.6740097546539645,noun,-0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,False,-0.11260528746005788,0.5,23,0.0,0.2998742971774907
root,0.26195114047504264,0.986403153142727,2.84946780637578,noun,-0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,False,-0.14153278482479784,0.5,23,0.0,0.29902581487450725
parent,0.3889421940142317,0.9752336546374866,2.586541394147796,noun,0.6210590034081188,1,post_sa,tiny-w48-l3-h3,4,True,0.2777894380186311,0.0,23,0.75,0.2808981605172849
root,0.30105962795987906,0.9901048020011941,2.606325666360982,noun,0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,True,0.2052806708926711,0.0,23,0.75,0.23925790555357712
parent,0.29681835288267056,0.9737365392441103,2.765776538541996,relation,0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,False,0.20607772368374597,0.0,23,0.5,0.23565070237305097
root,0.33501821234522855,0.9779601084908273,2.66866046196772,relation,0.8280786712108251,1,post_sa,tiny-w48-l3-h3,4,False,0.29130126177635884,0.0,23,1.0,0.23742698437100335
parent,0.42526463292762584,0.9828779889756197,2.7093289535172724,relation,0.0,1,post_sa,tiny-w48-l3-h3,4,True,-0.02535589723471074,0.75,23,0.25,0.4360475992576957
root,0.27343078384332686,0.9857190912779669,2.3915269973366073,relation,-0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,True,-0.31116947528275857,1.0,23,0.0,0.35851409737800827
parent,0.33912874732419324,0.9908745262767912,2.566952246132361,action,0.0,1,pre_sa,tiny-w48-l3-h3,4,False,-0.11009425644649218,0.5,23,0.25,0.3764648746004806
root,0.42034954718206513,0.9950023404393442,2.9621679879147003,action,0.0,1,pre_sa,tiny-w48-l3-h3,4,False,-0.034190368758112995,0.5,23,0.25,0.43472145320752575
parent,0.39737820712760774,0.980268357036807,2.399742564098976,action,0.8280786712108251,1,pre_sa,tiny-w48-l3-h3,4,True,0.40026316223298186,0.0,23,1.0,0.2383223493402386
root,0.5674302671875688,0.9745137911804518,2.593615960189689,action,0.41403933560541256,1,pre_sa,tiny-w48-l3-h3,4,True,0.2448773314583353,0.25,23,0.75,0.4284794575699868
parent,0.2717355789154414,0.9890192013417272,2.7813614684463888,noun,-0.41403933560541256,1,pre_sa,tiny-w48-l3-h3,4,False,-0.1297077321415072,0.5,23,0.0,0.3069817845987229
root,0.40952904922152633,0.9884300063325778,2.4276180218255994,noun,-0.20701966780270628,1,pre_sa,tiny-w48-l3-h3,4,False,-0.21559023978122846,0.5,23,0.0,0.4978195151405737
parent,0.4021141587986131,0.9789924346500579,2.7801515805668333,noun,0.6210590034081188,1,pre_sa,tiny-w48-l3-h3,4,True,0.21174038357858116,0.0,23,0.75,0.3169703525722163
root,0.4685846940650067,0.9823274664387774,2.859054771314753,noun,0.41403933560541256,1,pre_sa,tiny-w48-l3-h3,4,True,0.15150302126715193,0.25,23,0.5,0.3975926971946141
parent,0.3713314532880734,0.9783647559954919,2.763386816887891,relation,0.41403933560541256,1,pre_sa,tiny-w48-l3-h3,4,False,0.20614057830114582,0.0,23,0.5,0.294784972765865
root,0.6226602057291475,0.9807171326816048,2.3999658580846255,relation,0.8280786712108251,1,pre_sa,tiny-w48-l3-h3,4,False,0.4059264028278623,0.0,23,1.0,0.36990598823345794
parent,0.4306457731776232,0.9881383020432944,2.7484493755888404,relation,-0.20701966780270628,1,pre_sa,tiny-w48-l3-h3,4,True,-0.10131089010441867,1.0,23,0.0,0.4742748797779538
root,0.48296767407033714,0.9911293904777781,2.613242853895742,relation,-0.41403933560541256,1,pre_sa,tiny-w48-l3-h3,4,True,-0.17599237503185258,1.0,23,0.0,0.5679663020935855
parent,0.18878217735349015,0.9826743201993325,2.0674993576938983,action,-0.20701966780270628,2,post_block,tiny-w48-l3-h3,4,False,-0.17276452323126312,0.75,23,0.0,0.22139704021852563
root,0.2004495406484997,0.9853770814291724,2.516105643605129,action,-0.6210590034081188,2,post_block,tiny-w48-l3-h3,4,False,-0.23565625553320113,0.75,23,0.0,0.24768672882107534
parent,0.23352733116919547,0.9762735898183678,1.9062673543430317,action,0.8280786712108251,2,post_block,tiny-w48-l3-h3,4,True,0.6124211753481841,0.0,23,1.0,0.09051024853863215
root,0.30350618722950296,0.9799471178765501,2.321367812336335,action,0.41403933560541256,2,post_block,tiny-w48-l3-h3,4,True,0.23063740978369096,0.25,23,0.75,0.23350630635356645
parent,0.13131886574839585,0.9858133864600241,2.13455593059867,noun,0.0,2,post_block,tiny-w48-l3-h3,4,False,-0.2565208114146626,0.5,23,0.5,0.1650048877442275
root,0.17205784628027607,0.9801017594496155,2.824604624131469,noun,-0.41403933560541256,2,post_block,tiny-w48-l3-h3,4,False,-0.08893326269381187,0.75,23,0.0,0.18735951192205136
parent,0.2704564901179059,0.9689561676032281,2.27960567598612,noun,0.6210590034081188,2,post_block,tiny-w48-l3-h3,4,True,0.29937171436166227,0.25,23,0.75,0.18948946701107044
root,0.2403651390507725,0.9856536509013542,2.277874577661617,noun,0.20701966780270628,2,post_block,tiny-w48-l3-h3,4,True,0.2168183122644718,0.5,23,0.5,0.18824957527456893
parent,0.1715293666378623,0.9683970929280595,2.5350984978928026,relation,0.8280786712108251,2,post_block,tiny-w48-l3-h3,4,False,0.31476595324577034,0.0,23,1.0,0.11753776203845234
root,0.3670126031924805,0.9694624560248836,2.0457987053883677,relation,0.8280786712108251,2,post_block,tiny-w48-l3-h3,4,False,0.5648865604683339,0.0,23,1.0,0.15969211612655076
parent,0.38456612823739006,0.971595530388416,2.365730957979821,relation,0.41403933560541256,2,post_block,tiny-w48-l3-h3,4,True,0.1210135801159413,0.0,23,0.5,0.3380284042680573
root,0.2519182527255155,0.9791271015171802,1.8240629315392642,relation,-0.41403933560541256,2,post_block,tiny-w48-l3-h3,4,True,-0.474395775740554,0.0,23,0.0,0.37142720765044135
parent,0.21465982742696826,0.9809740285166572,2.202705121281781,action,-0.20701966780270628,2,post_sa,tiny-w48-l3-h3,4,False,-0.15562617735037187,0.75,23,0.0,0.24806651580011785
root,0.20417424381128135,0.9846350996349393,2.7361247113936633,action,-0.41403933560541256,2,post_sa,tiny-w48-l3-h3,4,False,-0.16118181630001363,0.75,23,0.0,0.2370834192704655
parent,0.28777842751674104,0.9728529751603867,1.9940853324482575,action,0.8280786712108251,2,post_sa,tiny-w48-l3-h3,4,True,0.5815189862208026,0.0,23,1.0,0.12042980809098908
root,0.3115697179599346,0.9789826845556856,2.4309320192672343,action,0.41403933560541256,2,post_sa,tiny-w48-l3-h3,4,True,0.2304445142623266,0.25,23,0.75,0.23977018564580738
parent,0.18555514726616307,0.9821375821783015,2.2621158079684553,noun,-0.41403933560541256,2,post_sa,tiny-w48-l3-h3,4,False,-0.2235959873075574,0.75,23,0.0,0.22704453361914
root,0.21595246744458818,0.9778596070331314,2.798270792030215,noun,-0.41403933560541256,2,post_sa,tiny-w48-l3-h3,4,False,-0.11442548098846529,0.5,23,0.0,0.24066293240258108
parent,0.31311812009985973,0.9669228270548488,2.4119131112000676,noun,0.6210590034081188,2,post_sa,tiny-w48-l3-h3,4,True,0.29012563123403917,0.25,23,0.75,0.22227452785507223
root,0.25993388608126294,0.984892338787784,2.3952355285781723,noun,0.20701966780270628,2,post_sa,tiny-w48-l3-h3,4,True,0.23615365800835192,0.5,23,0.5,0.19854954804284647
parent,0.21570912253427948,0.9632453273848952,2.694797689830998,relation,0.8280786712108251,2,post_sa,tiny-w48-l3-h3,4,False,0.2566692445541055,0.0,23,1.0,0.160343225009977
root,0.3612968329919496,0.9696331120783935,2.271922764323165,relation,0.8280786712108251,2,post_sa,tiny-w48-l3-h3,4,False,0.490106213085476,0.0,23,1.0,0.18422301037448952
parent,0.41042712443881146,0.9718019219904958,2.552205106371902,relation,0.20701966780270628,2,post_sa,tiny-w48-l3-h3,4,True,0.09899055628631173,0.0,23,0.25,0.36979871507562223
root,0.25637424698732714,0.9801157361564218,2.0965356783693303,relation,-0.41403933560541256,2,post_sa,tiny-w48-l3-h3,4,True,-0.39755179781248884,0.0,23,0.0,0.3582962897899621
parent,0.23469799799149854,0.9890662798108796,2.186991875942239,action,-0.20701966780270628,2,pre_sa,tiny-w48-l3-h3,4,False,-0.1456206238172292,0.75,23,0.0,0.26887486686767537
root,0.19681457729726867,0.9921737204664214,2.909061471510481,action,-0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,False,-0.09867014655709207,0.5,23,0.0,0.2162343004837623
parent,0.29038552230423154,0.980614167833395,2.069890071623029,action,0.8280786712108251,2,pre_sa,tiny-w48-l3-h3,4,True,0.563920134742857,0.0,23,1.0,0.1266312794390544
root,0.30371461188957594,0.9861044744831867,2.4587863187492367,action,0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,True,0.24177140603126576,0.25,23,0.75,0.23028510314079298
parent,0.20072397554907384,0.9889339115026249,2.2492759315650943,noun,-0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,False,-0.21632385986784128,0.5,23,0.0,0.2441453607078677
root,0.2125282962605787,0.9876412677668253,2.763706490913918,noun,-0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,False,-0.16271017277161914,0.5,23,0.0,0.24710881206399532
parent,0.3143482309475051,0.9771374534379532,2.460472294268661,noun,0.6210590034081188,2,pre_sa,tiny-w48-l3-h3,4,True,0.2719902285346604,0.25,23,0.75,0.22884858377262696
root,0.25573463389299894,0.9906292783067464,2.4431832931928064,noun,0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,True,0.21499834530410586,0.25,23,0.75,0.20075211076905286
parent,0.21706183429986087,0.9752936308204759,2.702613168395631,relation,0.6210590034081188,2,pre_sa,tiny-w48-l3-h3,4,False,0.2597937878398313,0.25,23,0.75,0.1606705181716382
root,0.3333895710575059,0.9784898429568929,2.4307712654416735,relation,0.8280786712108251,2,pre_sa,tiny-w48-l3-h3,4,False,0.42017106391618686,0.0,23,1.0,0.19330892028771246
parent,0.4262590066186427,0.9831615533033302,2.553299912286639,relation,0.20701966780270628,2,pre_sa,tiny-w48-l3-h3,4,True,0.1063926346988778,0.0,23,0.25,0.3809081878403589
root,0.2500466480462004,0.9855146703491937,2.1383390377837808,relation,-0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,True,-0.39629724775411357,0.0,23,0.0,0.34913944647705114
