architecture,branching,distractors,evaluation_axis,example_id,heads,layers,model_seed,position_mode,predicate,required_path,sequence_length,target_margin,target_rank,template_id,top1_correct,total_depth,tree_seed,width
depth8,2,4,depth_path,test:isAncestor:D6:d6:b2:N4:t1:prandomized:tree307:i5,4,8,37,randomized,isAncestor,6,53,8.287803649902344,1,1,1,6,307,64
depth8,2,4,depth_path,test:isAncestor:D6:d6:b2:N4:t3:prandomized:tree307:i7,4,8,37,randomized,isAncestor,6,53,14.200746536254883,1,3,1,6,307,64
depth8,2,4,depth_path,test:isAncestor:D6:d1:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,1,54,15.669574737548828,1,0,1,6,307,64
depth8,2,4,depth_path,test:isAncestor:D6:d2:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,2,54,13.301107406616211,1,0,1,6,307,64
depth8,2,4,depth_path,test:isAncestor:D6:d3:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,3,54,12.318220138549805,1,0,1,6,307,64
depth8,2,4,depth_path,test:isAncestor:D6:d4:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,4,54,15.011621475219727,1,0,1,6,307,64
depth8,2,4,depth_path,test:isAncestor:D6:d6:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,6,54,15.446104049682617,1,0,1,6,307,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t0:paligned:tree101:i20000,4,8,37,aligned,isAncestor,3,55,11.27794075012207,1,0,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t1:paligned:tree101:i20001,4,8,37,aligned,isAncestor,3,55,14.90947151184082,1,1,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t2:paligned:tree101:i20002,4,8,37,aligned,isAncestor,3,55,15.041213989257812,1,2,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t3:paligned:tree101:i20003,4,8,37,aligned,isAncestor,3,55,12.423933029174805,1,3,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t0:paligned:tree211:i20000,4,8,37,aligned,isAncestor,3,55,15.10538101196289,1,0,1,8,211,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t1:paligned:tree211:i20001,4,8,37,aligned,isAncestor,3,55,15.455167770385742,1,1,1,8,211,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t2:paligned:tree211:i20002,4,8,37,aligned,isAncestor,3,55,9.725242614746094,1,2,1,8,211,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t3:paligned:tree211:i20003,4,8,37,aligned,isAncestor,3,55,13.84190559387207,1,3,1,8,211,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t0:paligned:tree307:i20000,4,8,37,aligned,isAncestor,3,55,11.775848388671875,1,0,1,8,307,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t1:paligned:tree307:i20001,4,8,37,aligned,isAncestor,3,55,14.381237030029297,1,1,1,8,307,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t2:paligned:tree307:i20002,4,8,37,aligned,isAncestor,3,55,13.540861129760742,1,2,1,8,307,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t3:paligned:tree307:i20003,4,8,37,aligned,isAncestor,3,55,4.224903106689453,1,3,1,8,307,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t3:prandomized:tree307:i20007,4,8,37,randomized,isAncestor,3,57,14.304704666137695,1,3,1,8,307,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t2:prandomized:tree101:i20006,4,8,37,randomized,isAncestor,3,58,16.81877326965332,1,2,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t2:prandomized:tree211:i20006,4,8,37,randomized,isAncestor,3,58,15.450262069702148,1,2,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,8,37,aligned,isAncestor,1,59,14.952512741088867,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t1:paligned:tree101:i1,4,8,37,aligned,isAncestor,1,59,10.461393356323242,1,1,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t2:paligned:tree101:i2,4,8,37,aligned,isAncestor,1,59,16.194189071655273,1,2,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t3:paligned:tree101:i3,4,8,37,aligned,isAncestor,1,59,13.358604431152344,1,3,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,4,8,37,aligned,isAncestor,1,59,16.559343338012695,1,0,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t1:paligned:tree211:i1,4,8,37,aligned,isAncestor,1,59,12.675689697265625,1,1,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t2:paligned:tree211:i2,4,8,37,aligned,isAncestor,1,59,11.987030029296875,1,2,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t3:paligned:tree211:i3,4,8,37,aligned,isAncestor,1,59,14.840950012207031,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree307:i0,4,8,37,aligned,isAncestor,1,59,15.005104064941406,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t1:paligned:tree307:i1,4,8,37,aligned,isAncestor,1,59,12.117208480834961,1,1,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t2:paligned:tree307:i2,4,8,37,aligned,isAncestor,1,59,16.905546188354492,1,2,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t3:paligned:tree307:i3,4,8,37,aligned,isAncestor,1,59,14.171531677246094,1,3,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t0:paligned:tree101:i0,4,8,37,aligned,isAncestor,2,59,14.386482238769531,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t1:paligned:tree101:i1,4,8,37,aligned,isAncestor,2,59,10.461393356323242,1,1,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t2:paligned:tree101:i2,4,8,37,aligned,isAncestor,2,59,16.0887393951416,1,2,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t3:paligned:tree101:i3,4,8,37,aligned,isAncestor,2,59,13.358604431152344,1,3,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t0:paligned:tree211:i0,4,8,37,aligned,isAncestor,2,59,16.429283142089844,1,0,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t1:paligned:tree211:i1,4,8,37,aligned,isAncestor,2,59,12.675689697265625,1,1,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t2:paligned:tree211:i2,4,8,37,aligned,isAncestor,2,59,15.58515739440918,1,2,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t3:paligned:tree211:i3,4,8,37,aligned,isAncestor,2,59,14.840950012207031,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t0:paligned:tree307:i0,4,8,37,aligned,isAncestor,2,59,16.520000457763672,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t1:paligned:tree307:i1,4,8,37,aligned,isAncestor,2,59,12.117208480834961,1,1,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t2:paligned:tree307:i2,4,8,37,aligned,isAncestor,2,59,16.26551055908203,1,2,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t3:paligned:tree307:i3,4,8,37,aligned,isAncestor,2,59,14.171531677246094,1,3,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t0:paligned:tree101:i0,4,8,37,aligned,isAncestor,3,59,13.049314498901367,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t1:paligned:tree101:i1,4,8,37,aligned,isAncestor,3,59,10.461393356323242,1,1,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i2,4,8,37,aligned,isAncestor,3,59,13.943449020385742,1,2,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t3:paligned:tree101:i3,4,8,37,aligned,isAncestor,3,59,13.358604431152344,1,3,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t0:paligned:tree211:i0,4,8,37,aligned,isAncestor,3,59,13.945838928222656,1,0,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t1:paligned:tree211:i1,4,8,37,aligned,isAncestor,3,59,12.675689697265625,1,1,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree211:i2,4,8,37,aligned,isAncestor,3,59,15.447612762451172,1,2,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t3:paligned:tree211:i3,4,8,37,aligned,isAncestor,3,59,14.840950012207031,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t0:paligned:tree307:i0,4,8,37,aligned,isAncestor,3,59,16.717039108276367,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t1:paligned:tree307:i1,4,8,37,aligned,isAncestor,3,59,12.117208480834961,1,1,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree307:i2,4,8,37,aligned,isAncestor,3,59,16.4392147064209,1,2,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t3:paligned:tree307:i3,4,8,37,aligned,isAncestor,3,59,14.171531677246094,1,3,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t0:paligned:tree101:i0,4,8,37,aligned,isAncestor,4,59,15.75422477722168,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t1:paligned:tree101:i1,4,8,37,aligned,isAncestor,4,59,10.461393356323242,1,1,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t2:paligned:tree101:i2,4,8,37,aligned,isAncestor,4,59,14.362163543701172,1,2,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t3:paligned:tree101:i3,4,8,37,aligned,isAncestor,4,59,13.358604431152344,1,3,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t0:paligned:tree211:i0,4,8,37,aligned,isAncestor,4,59,13.651765823364258,1,0,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t1:paligned:tree211:i1,4,8,37,aligned,isAncestor,4,59,12.675689697265625,1,1,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t2:paligned:tree211:i2,4,8,37,aligned,isAncestor,4,59,14.502248764038086,1,2,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t3:paligned:tree211:i3,4,8,37,aligned,isAncestor,4,59,14.840950012207031,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t0:paligned:tree307:i0,4,8,37,aligned,isAncestor,4,59,12.691648483276367,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t1:paligned:tree307:i1,4,8,37,aligned,isAncestor,4,59,12.117208480834961,1,1,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t2:paligned:tree307:i2,4,8,37,aligned,isAncestor,4,59,13.297174453735352,1,2,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t3:paligned:tree307:i3,4,8,37,aligned,isAncestor,4,59,14.171531677246094,1,3,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t0:paligned:tree101:i0,4,8,37,aligned,isAncestor,6,59,15.836360931396484,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t1:paligned:tree101:i1,4,8,37,aligned,isAncestor,6,59,10.461393356323242,1,1,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t2:paligned:tree101:i2,4,8,37,aligned,isAncestor,6,59,16.451473236083984,1,2,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t3:paligned:tree101:i3,4,8,37,aligned,isAncestor,6,59,13.358604431152344,1,3,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t0:paligned:tree211:i0,4,8,37,aligned,isAncestor,6,59,16.82225227355957,1,0,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t1:paligned:tree211:i1,4,8,37,aligned,isAncestor,6,59,12.675689697265625,1,1,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t2:paligned:tree211:i2,4,8,37,aligned,isAncestor,6,59,9.635601043701172,1,2,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t3:paligned:tree211:i3,4,8,37,aligned,isAncestor,6,59,14.840950012207031,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t0:paligned:tree307:i0,4,8,37,aligned,isAncestor,6,59,16.366941452026367,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t1:paligned:tree307:i1,4,8,37,aligned,isAncestor,6,59,12.117208480834961,1,1,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t2:paligned:tree307:i2,4,8,37,aligned,isAncestor,6,59,13.02204704284668,1,2,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t3:paligned:tree307:i3,4,8,37,aligned,isAncestor,6,59,14.171531677246094,1,3,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,4,8,37,aligned,isAncestor,8,59,12.493234634399414,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t1:paligned:tree101:i1,4,8,37,aligned,isAncestor,8,59,10.461393356323242,1,1,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t2:paligned:tree101:i2,4,8,37,aligned,isAncestor,8,59,14.180002212524414,1,2,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t3:paligned:tree101:i3,4,8,37,aligned,isAncestor,8,59,13.358604431152344,1,3,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree211:i0,4,8,37,aligned,isAncestor,8,59,15.892194747924805,1,0,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t1:paligned:tree211:i1,4,8,37,aligned,isAncestor,8,59,12.675689697265625,1,1,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t2:paligned:tree211:i2,4,8,37,aligned,isAncestor,8,59,16.16421127319336,1,2,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t3:paligned:tree211:i3,4,8,37,aligned,isAncestor,8,59,14.840950012207031,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,8,37,aligned,isAncestor,8,59,17.248811721801758,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t1:paligned:tree307:i1,4,8,37,aligned,isAncestor,8,59,12.117208480834961,1,1,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t2:paligned:tree307:i2,4,8,37,aligned,isAncestor,8,59,16.166471481323242,1,2,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t3:paligned:tree307:i3,4,8,37,aligned,isAncestor,8,59,14.171531677246094,1,3,1,8,307,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t0:paligned:tree101:i10000,4,8,37,aligned,isAncestor,3,59,16.302837371826172,1,0,1,8,101,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t1:paligned:tree101:i10001,4,8,37,aligned,isAncestor,3,59,15.450525283813477,1,1,1,8,101,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,8,37,aligned,isAncestor,3,59,16.407480239868164,1,2,1,8,101,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t3:paligned:tree101:i10003,4,8,37,aligned,isAncestor,3,59,14.799488067626953,1,3,1,8,101,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t0:prandomized:tree101:i10004,4,8,37,randomized,isAncestor,3,59,13.969371795654297,1,0,1,8,101,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t2:prandomized:tree101:i10006,4,8,37,randomized,isAncestor,3,59,14.723230361938477,1,2,1,8,101,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t0:paligned:tree211:i10000,4,8,37,aligned,isAncestor,3,59,16.71682357788086,1,0,1,8,211,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t1:paligned:tree211:i10001,4,8,37,aligned,isAncestor,3,59,7.203012466430664,1,1,1,8,211,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree211:i10002,4,8,37,aligned,isAncestor,3,59,16.495737075805664,1,2,1,8,211,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t3:paligned:tree211:i10003,4,8,37,aligned,isAncestor,3,59,11.712051391601562,1,3,1,8,211,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t2:prandomized:tree211:i10006,4,8,37,randomized,isAncestor,3,59,15.33561897277832,1,2,1,8,211,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t0:paligned:tree307:i10000,4,8,37,aligned,isAncestor,3,59,14.52375602722168,1,0,1,8,307,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t1:paligned:tree307:i10001,4,8,37,aligned,isAncestor,3,59,12.25137710571289,1,1,1,8,307,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree307:i10002,4,8,37,aligned,isAncestor,3,59,15.760272979736328,1,2,1,8,307,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t3:paligned:tree307:i10003,4,8,37,aligned,isAncestor,3,59,11.889583587646484,1,3,1,8,307,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t0:prandomized:tree307:i20004,4,8,37,randomized,isAncestor,3,59,15.646326065063477,1,0,1,8,307,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t0:paligned:tree101:i20000,4,8,37,aligned,isAncestor,3,59,14.237430572509766,1,0,1,8,101,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t1:paligned:tree101:i20001,4,8,37,aligned,isAncestor,3,59,15.400949478149414,1,1,1,8,101,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i20002,4,8,37,aligned,isAncestor,3,59,15.82137680053711,1,2,1,8,101,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t3:paligned:tree101:i20003,4,8,37,aligned,isAncestor,3,59,11.25324821472168,1,3,1,8,101,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t0:paligned:tree211:i20000,4,8,37,aligned,isAncestor,3,59,15.175712585449219,1,0,1,8,211,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t1:paligned:tree211:i20001,4,8,37,aligned,isAncestor,3,59,15.208503723144531,1,1,1,8,211,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree211:i20002,4,8,37,aligned,isAncestor,3,59,14.9901123046875,1,2,1,8,211,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t3:paligned:tree211:i20003,4,8,37,aligned,isAncestor,3,59,13.727201461791992,1,3,1,8,211,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t0:paligned:tree307:i20000,4,8,37,aligned,isAncestor,3,59,15.962787628173828,1,0,1,8,307,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t1:paligned:tree307:i20001,4,8,37,aligned,isAncestor,3,59,13.231887817382812,1,1,1,8,307,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree307:i20002,4,8,37,aligned,isAncestor,3,59,14.450672149658203,1,2,1,8,307,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t3:paligned:tree307:i20003,4,8,37,aligned,isAncestor,3,59,9.296197891235352,1,3,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,1,60,14.892435073852539,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,2,60,14.066110610961914,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,3,60,15.040706634521484,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,4,60,14.516456604003906,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,6,60,15.755729675292969,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t0:prandomized:tree307:i4,4,8,37,randomized,isAncestor,8,60,15.744758605957031,1,0,1,8,307,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t1:prandomized:tree211:i10005,4,8,37,randomized,isAncestor,3,60,14.23719596862793,1,1,1,8,211,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t2:prandomized:tree307:i10006,4,8,37,randomized,isAncestor,3,60,15.051097869873047,1,2,1,8,307,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t3:prandomized:tree211:i20007,4,8,37,randomized,isAncestor,3,60,9.570487976074219,1,3,1,8,211,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t0:prandomized:tree101:i20004,4,8,37,randomized,isAncestor,3,61,17.298524856567383,1,0,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t1:prandomized:tree101:i20005,4,8,37,randomized,isAncestor,3,61,14.396429061889648,1,1,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t1:prandomized:tree307:i20005,4,8,37,randomized,isAncestor,3,61,14.195821762084961,1,1,1,8,307,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t2:prandomized:tree307:i20006,4,8,37,randomized,isAncestor,3,61,11.711891174316406,1,2,1,8,307,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t3:prandomized:tree307:i20007,4,8,37,randomized,isAncestor,3,61,13.655084609985352,1,3,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t3:prandomized:tree211:i7,4,8,37,randomized,isAncestor,1,62,9.051286697387695,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t3:prandomized:tree211:i7,4,8,37,randomized,isAncestor,2,62,9.051284790039062,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t3:prandomized:tree211:i7,4,8,37,randomized,isAncestor,3,62,9.051286697387695,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t3:prandomized:tree211:i7,4,8,37,randomized,isAncestor,4,62,9.051288604736328,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t3:prandomized:tree211:i7,4,8,37,randomized,isAncestor,6,62,9.051286697387695,1,3,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t3:prandomized:tree211:i7,4,8,37,randomized,isAncestor,8,62,9.051288604736328,1,3,1,8,211,64
depth8,2,4,branching,test:isAncestor:D8:d3:b2:N4:t1:prandomized:tree101:i10005,4,8,37,randomized,isAncestor,3,62,14.683971405029297,1,1,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t3:prandomized:tree101:i20007,4,8,37,randomized,isAncestor,3,62,14.852825164794922,1,3,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t0:prandomized:tree211:i20004,4,8,37,randomized,isAncestor,3,62,13.222539901733398,1,0,1,8,211,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t2:prandomized:tree101:i20006,4,8,37,randomized,isAncestor,3,62,17.22721290588379,1,2,1,8,101,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t2:prandomized:tree211:i20006,4,8,37,randomized,isAncestor,3,62,16.246610641479492,1,2,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t0:prandomized:tree101:i4,4,8,37,randomized,isAncestor,1,63,13.820938110351562,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t0:prandomized:tree101:i4,4,8,37,randomized,isAncestor,2,63,14.098079681396484,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t0:prandomized:tree101:i4,4,8,37,randomized,isAncestor,3,63,15.354663848876953,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t0:prandomized:tree101:i4,4,8,37,randomized,isAncestor,4,63,16.988752365112305,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t0:prandomized:tree101:i4,4,8,37,randomized,isAncestor,6,63,16.745466232299805,1,0,1,8,101,64
depth8,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t0:prandomized:tree101:i4,4,8,37,randomized,isAncestor,8,63,13.954751968383789,1,0,1,8,101,64
depth8,2,0,distractors,test:isAncestor:D8:d3:b2:N0:t1:prandomized:tree211:i20005,4,8,37,randomized,isAncestor,3,63,13.070716857910156,1,1,1,8,211,64
depth8,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t0:prandomized:tree307:i20004,4,8,37,randomized,isAncestor,3,63,15.159801483154297,1,0,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t0:prandomized:tree211:i4,4,8,37,randomized,isAncestor,1,64,14.368400573730469,1,0,1,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t1:prandomized:tree211:i5,4,8,37,randomized,isAncestor,1,64,-0.37969017028808594,2,1,0,8,211,64
depth8,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t2:prandomized:tree307:i6,4,8,37,randomized,isAncestor,1,64,13.269737243652344,1,2,1,8,307,64
depth8,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t0:prandomized:tree211:i4,4,8,37,randomized,isAncestor,2,64,14.767932891845703,1,0,1,8,211,64
