architecture,budget_multiplier,elapsed_seconds,heads,loss,model_depth,model_seed,step,width
baseline,1,290.76579308509827,4,3.046109199523926,4,23,500,64
baseline,1,0.13999104499816895,4,51.101932525634766,4,23,1,64
baseline,1,62.933101177215576,4,5.59183931350708,4,23,100,64
baseline,1,123.19697308540344,4,4.927274703979492,4,23,200,64
baseline,1,175.79557418823242,4,3.723773956298828,4,23,300,64
baseline,1,234.4045124053955,4,4.230153560638428,4,23,400,64
baseline,1,290.76579308509827,4,3.046109199523926,4,23,500,64
baseline,1,0.13999104499816895,4,51.101932525634766,4,23,1,64
baseline,1,62.933101177215576,4,5.59183931350708,4,23,100,64
baseline,1,123.19697308540344,4,4.927274703979492,4,23,200,64
baseline,1,175.79557418823242,4,3.723773956298828,4,23,300,64
baseline,1,234.4045124053955,4,4.230153560638428,4,23,400,64
baseline,1,290.76579308509827,4,3.046109199523926,4,23,500,64
baseline,1,0.13999104499816895,4,51.101932525634766,4,23,1,64
baseline,1,62.933101177215576,4,5.59183931350708,4,23,100,64
baseline,1,123.19697308540344,4,4.927274703979492,4,23,200,64
baseline,1,175.79557418823242,4,3.723773956298828,4,23,300,64
baseline,1,234.4045124053955,4,4.230153560638428,4,23,400,64
baseline,1,290.76579308509827,4,3.046109199523926,4,23,500,64
baseline,1,1.2835171222686768,4,44.02900314331055,4,37,1,64
baseline,1,55.01286697387695,4,5.7170515060424805,4,37,100,64
baseline,1,116.77858996391296,4,3.7885255813598633,4,37,200,64
baseline,1,173.54948902130127,4,4.090875625610352,4,37,300,64
baseline,1,234.1961030960083,4,2.298351764678955,4,37,400,64
baseline,1,293.0071802139282,4,3.1479361057281494,4,37,500,64
baseline,1,1.2835171222686768,4,44.02900314331055,4,37,1,64
baseline,1,55.01286697387695,4,5.7170515060424805,4,37,100,64
baseline,1,116.77858996391296,4,3.7885255813598633,4,37,200,64
baseline,1,173.54948902130127,4,4.090875625610352,4,37,300,64
baseline,1,234.1961030960083,4,2.298351764678955,4,37,400,64
baseline,1,293.0071802139282,4,3.1479361057281494,4,37,500,64
baseline,1,1.2835171222686768,4,44.02900314331055,4,37,1,64
baseline,1,55.01286697387695,4,5.7170515060424805,4,37,100,64
baseline,1,116.77858996391296,4,3.7885255813598633,4,37,200,64
baseline,1,173.54948902130127,4,4.090875625610352,4,37,300,64
baseline,1,234.1961030960083,4,2.298351764678955,4,37,400,64
baseline,1,293.0071802139282,4,3.1479361057281494,4,37,500,64
baseline,1,1.2835171222686768,4,44.02900314331055,4,37,1,64
baseline,1,55.01286697387695,4,5.7170515060424805,4,37,100,64
baseline,1,116.77858996391296,4,3.7885255813598633,4,37,200,64
baseline,1,173.54948902130127,4,4.090875625610352,4,37,300,64
baseline,1,234.1961030960083,4,2.298351764678955,4,37,400,64
baseline,1,293.0071802139282,4,3.1479361057281494,4,37,500,64
baseline,1,1.2835171222686768,4,44.02900314331055,4,37,1,64
baseline,1,55.01286697387695,4,5.7170515060424805,4,37,100,64
baseline,1,116.77858996391296,4,3.7885255813598633,4,37,200,64
baseline,1,173.54948902130127,4,4.090875625610352,4,37,300,64
baseline,1,234.1961030960083,4,2.298351764678955,4,37,400,64
baseline,1,293.0071802139282,4,3.1479361057281494,4,37,500,64
baseline,1,1.2835171222686768,4,44.02900314331055,4,37,1,64
baseline,1,55.01286697387695,4,5.7170515060424805,4,37,100,64
baseline,1,116.77858996391296,4,3.7885255813598633,4,37,200,64
baseline,1,173.54948902130127,4,4.090875625610352,4,37,300,64
baseline,1,234.1961030960083,4,2.298351764678955,4,37,400,64
baseline,1,293.0071802139282,4,3.1479361057281494,4,37,500,64
depth8,1,0.39322400093078613,4,42.701045989990234,8,11,1,64
depth8,1,106.70514512062073,4,1.5129506587982178,8,11,100,64
depth8,1,222.8604860305786,4,4.307048797607422,8,11,200,64
depth8,1,341.0593168735504,4,0.2242719680070877,8,11,300,64
depth8,1,442.51054787635803,4,2.555050849914551,8,11,400,64
depth8,1,557.1255540847778,4,1.5144119262695312,8,11,500,64
depth8,1,0.39322400093078613,4,42.701045989990234,8,11,1,64
depth8,1,106.70514512062073,4,1.5129506587982178,8,11,100,64
depth8,1,222.8604860305786,4,4.307048797607422,8,11,200,64
depth8,1,341.0593168735504,4,0.2242719680070877,8,11,300,64
depth8,1,442.51054787635803,4,2.555050849914551,8,11,400,64
depth8,1,557.1255540847778,4,1.5144119262695312,8,11,500,64
depth8,1,0.39322400093078613,4,42.701045989990234,8,11,1,64
depth8,1,106.70514512062073,4,1.5129506587982178,8,11,100,64
depth8,1,222.8604860305786,4,4.307048797607422,8,11,200,64
depth8,1,341.0593168735504,4,0.2242719680070877,8,11,300,64
depth8,1,442.51054787635803,4,2.555050849914551,8,11,400,64
depth8,1,557.1255540847778,4,1.5144119262695312,8,11,500,64
depth8,1,0.39322400093078613,4,42.701045989990234,8,11,1,64
depth8,1,106.70514512062073,4,1.5129506587982178,8,11,100,64
depth8,1,222.8604860305786,4,4.307048797607422,8,11,200,64
depth8,1,341.0593168735504,4,0.2242719680070877,8,11,300,64
depth8,1,442.51054787635803,4,2.555050849914551,8,11,400,64
depth8,1,557.1255540847778,4,1.5144119262695312,8,11,500,64
depth8,1,0.39322400093078613,4,42.701045989990234,8,11,1,64
depth8,1,106.70514512062073,4,1.5129506587982178,8,11,100,64
depth8,1,222.8604860305786,4,4.307048797607422,8,11,200,64
depth8,1,341.0593168735504,4,0.2242719680070877,8,11,300,64
depth8,1,442.51054787635803,4,2.555050849914551,8,11,400,64
depth8,1,557.1255540847778,4,1.5144119262695312,8,11,500,64
depth8,1,0.39322400093078613,4,42.701045989990234,8,11,1,64
depth8,1,106.70514512062073,4,1.5129506587982178,8,11,100,64
depth8,1,222.8604860305786,4,4.307048797607422,8,11,200,64
depth8,1,341.0593168735504,4,0.2242719680070877,8,11,300,64
depth8,1,442.51054787635803,4,2.555050849914551,8,11,400,64
depth8,1,557.1255540847778,4,1.5144119262695312,8,11,500,64
depth8,1,0.33686208724975586,4,46.15127182006836,8,23,1,64
depth8,1,113.46412491798401,4,5.145077228546143,8,23,100,64
depth8,1,234.12822818756104,4,0.7616788744926453,8,23,200,64
depth8,1,345.99552512168884,4,4.216558456420898,8,23,300,64
depth8,1,455.202317237854,4,2.4374442100524902,8,23,400,64
depth8,1,570.3024101257324,4,2.853569507598877,8,23,500,64
depth8,1,0.33686208724975586,4,46.15127182006836,8,23,1,64
depth8,1,113.46412491798401,4,5.145077228546143,8,23,100,64
depth8,1,234.12822818756104,4,0.7616788744926453,8,23,200,64
depth8,1,345.99552512168884,4,4.216558456420898,8,23,300,64
depth8,1,455.202317237854,4,2.4374442100524902,8,23,400,64
depth8,1,570.3024101257324,4,2.853569507598877,8,23,500,64
depth8,1,0.33686208724975586,4,46.15127182006836,8,23,1,64
depth8,1,113.46412491798401,4,5.145077228546143,8,23,100,64
depth8,1,234.12822818756104,4,0.7616788744926453,8,23,200,64
depth8,1,345.99552512168884,4,4.216558456420898,8,23,300,64
depth8,1,455.202317237854,4,2.4374442100524902,8,23,400,64
depth8,1,570.3024101257324,4,2.853569507598877,8,23,500,64
depth8,1,0.33686208724975586,4,46.15127182006836,8,23,1,64
depth8,1,113.46412491798401,4,5.145077228546143,8,23,100,64
depth8,1,234.12822818756104,4,0.7616788744926453,8,23,200,64
depth8,1,345.99552512168884,4,4.216558456420898,8,23,300,64
depth8,1,455.202317237854,4,2.4374442100524902,8,23,400,64
depth8,1,570.3024101257324,4,2.853569507598877,8,23,500,64
depth8,1,0.33686208724975586,4,46.15127182006836,8,23,1,64
depth8,1,113.46412491798401,4,5.145077228546143,8,23,100,64
depth8,1,234.12822818756104,4,0.7616788744926453,8,23,200,64
depth8,1,345.99552512168884,4,4.216558456420898,8,23,300,64
depth8,1,455.202317237854,4,2.4374442100524902,8,23,400,64
depth8,1,570.3024101257324,4,2.853569507598877,8,23,500,64
depth8,1,0.33686208724975586,4,46.15127182006836,8,23,1,64
depth8,1,113.46412491798401,4,5.145077228546143,8,23,100,64
depth8,1,234.12822818756104,4,0.7616788744926453,8,23,200,64
depth8,1,345.99552512168884,4,4.216558456420898,8,23,300,64
depth8,1,455.202317237854,4,2.4374442100524902,8,23,400,64
depth8,1,570.3024101257324,4,2.853569507598877,8,23,500,64
depth8,1,0.2841320037841797,4,39.42542266845703,8,37,1,64
depth8,1,94.78002905845642,4,5.875289440155029,8,37,100,64
depth8,1,212.38928508758545,4,0.9754147529602051,8,37,200,64
depth8,1,334.8479070663452,4,1.890582799911499,8,37,300,64
depth8,1,454.0261080265045,4,4.489561080932617,8,37,400,64
depth8,1,556.26731300354,4,3.123922348022461,8,37,500,64
depth8,1,0.2841320037841797,4,39.42542266845703,8,37,1,64
depth8,1,94.78002905845642,4,5.875289440155029,8,37,100,64
depth8,1,212.38928508758545,4,0.9754147529602051,8,37,200,64
depth8,1,334.8479070663452,4,1.890582799911499,8,37,300,64
depth8,1,454.0261080265045,4,4.489561080932617,8,37,400,64
depth8,1,556.26731300354,4,3.123922348022461,8,37,500,64
depth8,1,0.2841320037841797,4,39.42542266845703,8,37,1,64
depth8,1,94.78002905845642,4,5.875289440155029,8,37,100,64
depth8,1,212.38928508758545,4,0.9754147529602051,8,37,200,64
depth8,1,334.8479070663452,4,1.890582799911499,8,37,300,64
depth8,1,454.0261080265045,4,4.489561080932617,8,37,400,64
depth8,1,556.26731300354,4,3.123922348022461,8,37,500,64
depth8,1,0.2841320037841797,4,39.42542266845703,8,37,1,64
depth8,1,94.78002905845642,4,5.875289440155029,8,37,100,64
depth8,1,212.38928508758545,4,0.9754147529602051,8,37,200,64
depth8,1,334.8479070663452,4,1.890582799911499,8,37,300,64
depth8,1,454.0261080265045,4,4.489561080932617,8,37,400,64
depth8,1,556.26731300354,4,3.123922348022461,8,37,500,64
depth8,1,0.2841320037841797,4,39.42542266845703,8,37,1,64
depth8,1,94.78002905845642,4,5.875289440155029,8,37,100,64
depth8,1,212.38928508758545,4,0.9754147529602051,8,37,200,64
depth8,1,334.8479070663452,4,1.890582799911499,8,37,300,64
depth8,1,454.0261080265045,4,4.489561080932617,8,37,400,64
depth8,1,556.26731300354,4,3.123922348022461,8,37,500,64
depth8,1,0.2841320037841797,4,39.42542266845703,8,37,1,64
depth8,1,94.78002905845642,4,5.875289440155029,8,37,100,64
depth8,1,212.38928508758545,4,0.9754147529602051,8,37,200,64
depth8,1,334.8479070663452,4,1.890582799911499,8,37,300,64
depth8,1,454.0261080265045,4,4.489561080932617,8,37,400,64
depth8,1,556.26731300354,4,3.123922348022461,8,37,500,64
width128,1,1.0448329448699951,4,107.879150390625,4,11,1,128
width128,1,73.66378211975098,4,0.7072584629058838,4,11,100,128
width128,1,142.06506323814392,4,4.4950079917907715,4,11,200,128
width128,1,210.0089430809021,4,3.8373849391937256,4,11,300,128
width128,1,286.2367820739746,4,0.8379964828491211,4,11,400,128
width128,1,350.4884600639343,4,1.5674266815185547,4,11,500,128
width128,1,1.0448329448699951,4,107.879150390625,4,11,1,128
width128,1,73.66378211975098,4,0.7072584629058838,4,11,100,128
width128,1,142.06506323814392,4,4.4950079917907715,4,11,200,128
width128,1,210.0089430809021,4,3.8373849391937256,4,11,300,128
width128,1,286.2367820739746,4,0.8379964828491211,4,11,400,128
width128,1,350.4884600639343,4,1.5674266815185547,4,11,500,128
width128,1,1.0448329448699951,4,107.879150390625,4,11,1,128
width128,1,73.66378211975098,4,0.7072584629058838,4,11,100,128
width128,1,142.06506323814392,4,4.4950079917907715,4,11,200,128
width128,1,210.0089430809021,4,3.8373849391937256,4,11,300,128
width128,1,286.2367820739746,4,0.8379964828491211,4,11,400,128
width128,1,350.4884600639343,4,1.5674266815185547,4,11,500,128
width128,1,1.0448329448699951,4,107.879150390625,4,11,1,128
width128,1,73.66378211975098,4,0.7072584629058838,4,11,100,128
width128,1,142.06506323814392,4,4.4950079917907715,4,11,200,128
width128,1,210.0089430809021,4,3.8373849391937256,4,11,300,128
width128,1,286.2367820739746,4,0.8379964828491211,4,11,400,128
width128,1,350.4884600639343,4,1.5674266815185547,4,11,500,128
width128,1,1.0448329448699951,4,107.879150390625,4,11,1,128
width128,1,73.66378211975098,4,0.7072584629058838,4,11,100,128
width128,1,142.06506323814392,4,4.4950079917907715,4,11,200,128
width128,1,210.0089430809021,4,3.8373849391937256,4,11,300,128
width128,1,286.2367820739746,4,0.8379964828491211,4,11,400,128
width128,1,350.4884600639343,4,1.5674266815185547,4,11,500,128
width128,1,1.0448329448699951,4,107.879150390625,4,11,1,128
width128,1,73.66378211975098,4,0.7072584629058838,4,11,100,128
width128,1,142.06506323814392,4,4.4950079917907715,4,11,200,128
width128,1,210.0089430809021,4,3.8373849391937256,4,11,300,128
width128,1,286.2367820739746,4,0.8379964828491211,4,11,400,128
width128,1,350.4884600639343,4,1.5674266815185547,4,11,500,128
width128,1,0.14287734031677246,4,100.845458984375,4,23,1,128
width128,1,80.04602813720703,4,5.511840343475342,4,23,100,128
width128,1,156.34969019889832,4,4.8181257247924805,4,23,200,128
width128,1,222.9891173839569,4,3.84852933883667,4,23,300,128
width128,1,297.46984815597534,4,4.401004791259766,4,23,400,128
width128,1,369.1457540988922,4,3.3406314849853516,4,23,500,128
width128,1,0.14287734031677246,4,100.845458984375,4,23,1,128
width128,1,80.04602813720703,4,5.511840343475342,4,23,100,128
width128,1,156.34969019889832,4,4.8181257247924805,4,23,200,128
width128,1,222.9891173839569,4,3.84852933883667,4,23,300,128
width128,1,297.46984815597534,4,4.401004791259766,4,23,400,128
width128,1,369.1457540988922,4,3.3406314849853516,4,23,500,128
width128,1,0.14287734031677246,4,100.845458984375,4,23,1,128
width128,1,80.04602813720703,4,5.511840343475342,4,23,100,128
width128,1,156.34969019889832,4,4.8181257247924805,4,23,200,128
width128,1,222.9891173839569,4,3.84852933883667,4,23,300,128
width128,1,297.46984815597534,4,4.401004791259766,4,23,400,128
width128,1,369.1457540988922,4,3.3406314849853516,4,23,500,128
width128,1,0.14287734031677246,4,100.845458984375,4,23,1,128
width128,1,80.04602813720703,4,5.511840343475342,4,23,100,128
width128,1,156.34969019889832,4,4.8181257247924805,4,23,200,128
width128,1,222.9891173839569,4,3.84852933883667,4,23,300,128
width128,1,297.46984815597534,4,4.401004791259766,4,23,400,128
width128,1,369.1457540988922,4,3.3406314849853516,4,23,500,128
width128,1,0.14287734031677246,4,100.845458984375,4,23,1,128
width128,1,80.04602813720703,4,5.511840343475342,4,23,100,128
width128,1,156.34969019889832,4,4.8181257247924805,4,23,200,128
width128,1,222.9891173839569,4,3.84852933883667,4,23,300,128
width128,1,297.46984815597534,4,4.401004791259766,4,23,400,128
width128,1,369.1457540988922,4,3.3406314849853516,4,23,500,128
width128,1,0.14287734031677246,4,100.845458984375,4,23,1,128
width128,1,80.04602813720703,4,5.511840343475342,4,23,100,128
width128,1,156.34969019889832,4,4.8181257247924805,4,23,200,128
width128,1,222.9891173839569,4,3.84852933883667,4,23,300,128
width128,1,297.46984815597534,4,4.401004791259766,4,23,400,128
width128,1,369.1457540988922,4,3.3406314849853516,4,23,500,128
width128,1,1.5614149570465088,4,99.80839538574219,4,37,1,128
width128,1,69.28763198852539,4,5.515317916870117,4,37,100,128
width128,1,147.18635511398315,4,4.677861213684082,4,37,200,128
width128,1,218.92846608161926,4,4.64492130279541,4,37,300,128
width128,1,295.94230699539185,4,3.1848015785217285,4,37,400,128
width128,1,5610.735452890396,4,3.4387364387512207,4,37,500,128
width128,1,1.5614149570465088,4,99.80839538574219,4,37,1,128
width128,1,69.28763198852539,4,5.515317916870117,4,37,100,128
width128,1,147.18635511398315,4,4.677861213684082,4,37,200,128
width128,1,218.92846608161926,4,4.64492130279541,4,37,300,128
width128,1,295.94230699539185,4,3.1848015785217285,4,37,400,128
width128,1,5610.735452890396,4,3.4387364387512207,4,37,500,128
width128,1,1.5614149570465088,4,99.80839538574219,4,37,1,128
width128,1,69.28763198852539,4,5.515317916870117,4,37,100,128
width128,1,147.18635511398315,4,4.677861213684082,4,37,200,128
width128,1,218.92846608161926,4,4.64492130279541,4,37,300,128
width128,1,295.94230699539185,4,3.1848015785217285,4,37,400,128
width128,1,5610.735452890396,4,3.4387364387512207,4,37,500,128
width128,1,1.5614149570465088,4,99.80839538574219,4,37,1,128
width128,1,69.28763198852539,4,5.515317916870117,4,37,100,128
width128,1,147.18635511398315,4,4.677861213684082,4,37,200,128
width128,1,218.92846608161926,4,4.64492130279541,4,37,300,128
width128,1,295.94230699539185,4,3.1848015785217285,4,37,400,128
width128,1,5610.735452890396,4,3.4387364387512207,4,37,500,128
width128,1,1.5614149570465088,4,99.80839538574219,4,37,1,128
width128,1,69.28763198852539,4,5.515317916870117,4,37,100,128
width128,1,147.18635511398315,4,4.677861213684082,4,37,200,128
width128,1,218.92846608161926,4,4.64492130279541,4,37,300,128
width128,1,295.94230699539185,4,3.1848015785217285,4,37,400,128
width128,1,5610.735452890396,4,3.4387364387512207,4,37,500,128
width128,1,1.5614149570465088,4,99.80839538574219,4,37,1,128
width128,1,69.28763198852539,4,5.515317916870117,4,37,100,128
width128,1,147.18635511398315,4,4.677861213684082,4,37,200,128
width128,1,218.92846608161926,4,4.64492130279541,4,37,300,128
width128,1,295.94230699539185,4,3.1848015785217285,4,37,400,128
width128,1,5610.735452890396,4,3.4387364387512207,4,37,500,128
heads2,1,2.362373113632202,2,51.70903396606445,4,11,1,64
heads2,1,159.3043520450592,2,2.1995491981506348,4,11,100,64
heads2,1,308.6057322025299,2,4.6455793380737305,4,11,200,64
heads2,1,423.5394902229309,2,4.31740665435791,4,11,300,64
heads2,1,465.21703720092773,2,1.0225367546081543,4,11,400,64
heads2,1,501.8715441226959,2,2.319953441619873,4,11,500,64
heads2,1,2.362373113632202,2,51.70903396606445,4,11,1,64
heads2,1,159.3043520450592,2,2.1995491981506348,4,11,100,64
heads2,1,308.6057322025299,2,4.6455793380737305,4,11,200,64
heads2,1,423.5394902229309,2,4.31740665435791,4,11,300,64
heads2,1,465.21703720092773,2,1.0225367546081543,4,11,400,64
heads2,1,501.8715441226959,2,2.319953441619873,4,11,500,64
heads2,1,2.362373113632202,2,51.70903396606445,4,11,1,64
heads2,1,159.3043520450592,2,2.1995491981506348,4,11,100,64
heads2,1,308.6057322025299,2,4.6455793380737305,4,11,200,64
heads2,1,423.5394902229309,2,4.31740665435791,4,11,300,64
heads2,1,465.21703720092773,2,1.0225367546081543,4,11,400,64
heads2,1,501.8715441226959,2,2.319953441619873,4,11,500,64
heads2,1,2.362373113632202,2,51.70903396606445,4,11,1,64
heads2,1,159.3043520450592,2,2.1995491981506348,4,11,100,64
heads2,1,308.6057322025299,2,4.6455793380737305,4,11,200,64
heads2,1,423.5394902229309,2,4.31740665435791,4,11,300,64
heads2,1,465.21703720092773,2,1.0225367546081543,4,11,400,64
heads2,1,501.8715441226959,2,2.319953441619873,4,11,500,64
heads2,1,2.362373113632202,2,51.70903396606445,4,11,1,64
heads2,1,159.3043520450592,2,2.1995491981506348,4,11,100,64
heads2,1,308.6057322025299,2,4.6455793380737305,4,11,200,64
heads2,1,423.5394902229309,2,4.31740665435791,4,11,300,64
heads2,1,465.21703720092773,2,1.0225367546081543,4,11,400,64
heads2,1,501.8715441226959,2,2.319953441619873,4,11,500,64
heads2,1,2.362373113632202,2,51.70903396606445,4,11,1,64
heads2,1,159.3043520450592,2,2.1995491981506348,4,11,100,64
heads2,1,308.6057322025299,2,4.6455793380737305,4,11,200,64
heads2,1,423.5394902229309,2,4.31740665435791,4,11,300,64
heads2,1,465.21703720092773,2,1.0225367546081543,4,11,400,64
heads2,1,501.8715441226959,2,2.319953441619873,4,11,500,64
heads2,1,0.1505439281463623,2,50.900970458984375,4,23,1,64
heads2,1,43.570003032684326,2,5.562698841094971,4,23,100,64
heads2,1,84.75071692466736,2,4.872659206390381,4,23,200,64
heads2,1,121.62652802467346,2,4.168954849243164,4,23,300,64
heads2,1,161.88655591011047,2,5.4164628982543945,4,23,400,64
heads2,1,200.83709287643433,2,3.646174192428589,4,23,500,64
heads2,1,0.1505439281463623,2,50.900970458984375,4,23,1,64
heads2,1,43.570003032684326,2,5.562698841094971,4,23,100,64
heads2,1,84.75071692466736,2,4.872659206390381,4,23,200,64
heads2,1,121.62652802467346,2,4.168954849243164,4,23,300,64
heads2,1,161.88655591011047,2,5.4164628982543945,4,23,400,64
heads2,1,200.83709287643433,2,3.646174192428589,4,23,500,64
heads2,1,0.1505439281463623,2,50.900970458984375,4,23,1,64
heads2,1,43.570003032684326,2,5.562698841094971,4,23,100,64
heads2,1,84.75071692466736,2,4.872659206390381,4,23,200,64
heads2,1,121.62652802467346,2,4.168954849243164,4,23,300,64
heads2,1,161.88655591011047,2,5.4164628982543945,4,23,400,64
heads2,1,200.83709287643433,2,3.646174192428589,4,23,500,64
heads2,1,0.1505439281463623,2,50.900970458984375,4,23,1,64
heads2,1,43.570003032684326,2,5.562698841094971,4,23,100,64
heads2,1,84.75071692466736,2,4.872659206390381,4,23,200,64
heads2,1,121.62652802467346,2,4.168954849243164,4,23,300,64
heads2,1,161.88655591011047,2,5.4164628982543945,4,23,400,64
heads2,1,200.83709287643433,2,3.646174192428589,4,23,500,64
heads2,1,0.1505439281463623,2,50.900970458984375,4,23,1,64
heads2,1,43.570003032684326,2,5.562698841094971,4,23,100,64
heads2,1,84.75071692466736,2,4.872659206390381,4,23,200,64
heads2,1,121.62652802467346,2,4.168954849243164,4,23,300,64
heads2,1,161.88655591011047,2,5.4164628982543945,4,23,400,64
heads2,1,200.83709287643433,2,3.646174192428589,4,23,500,64
heads2,1,0.1505439281463623,2,50.900970458984375,4,23,1,64
heads2,1,43.570003032684326,2,5.562698841094971,4,23,100,64
heads2,1,84.75071692466736,2,4.872659206390381,4,23,200,64
heads2,1,121.62652802467346,2,4.168954849243164,4,23,300,64
heads2,1,161.88655591011047,2,5.4164628982543945,4,23,400,64
heads2,1,200.83709287643433,2,3.646174192428589,4,23,500,64
heads2,1,0.8078460693359375,2,43.836402893066406,4,37,1,64
heads2,1,37.992992877960205,2,5.72330904006958,4,37,100,64
heads2,1,80.20940899848938,2,3.8358030319213867,4,37,200,64
heads2,1,119.43380689620972,2,4.123971939086914,4,37,300,64
heads2,1,160.88497710227966,2,2.858405828475952,4,37,400,64
heads2,1,201.06260704994202,2,3.6793899536132812,4,37,500,64
heads2,1,0.8078460693359375,2,43.836402893066406,4,37,1,64
heads2,1,37.992992877960205,2,5.72330904006958,4,37,100,64
heads2,1,80.20940899848938,2,3.8358030319213867,4,37,200,64
heads2,1,119.43380689620972,2,4.123971939086914,4,37,300,64
heads2,1,160.88497710227966,2,2.858405828475952,4,37,400,64
heads2,1,201.06260704994202,2,3.6793899536132812,4,37,500,64
heads2,1,0.8078460693359375,2,43.836402893066406,4,37,1,64
heads2,1,37.992992877960205,2,5.72330904006958,4,37,100,64
heads2,1,80.20940899848938,2,3.8358030319213867,4,37,200,64
heads2,1,119.43380689620972,2,4.123971939086914,4,37,300,64
heads2,1,160.88497710227966,2,2.858405828475952,4,37,400,64
heads2,1,201.06260704994202,2,3.6793899536132812,4,37,500,64
heads2,1,0.8078460693359375,2,43.836402893066406,4,37,1,64
heads2,1,37.992992877960205,2,5.72330904006958,4,37,100,64
heads2,1,80.20940899848938,2,3.8358030319213867,4,37,200,64
heads2,1,119.43380689620972,2,4.123971939086914,4,37,300,64
heads2,1,160.88497710227966,2,2.858405828475952,4,37,400,64
heads2,1,201.06260704994202,2,3.6793899536132812,4,37,500,64
heads2,1,0.8078460693359375,2,43.836402893066406,4,37,1,64
heads2,1,37.992992877960205,2,5.72330904006958,4,37,100,64
heads2,1,80.20940899848938,2,3.8358030319213867,4,37,200,64
heads2,1,119.43380689620972,2,4.123971939086914,4,37,300,64
heads2,1,160.88497710227966,2,2.858405828475952,4,37,400,64
heads2,1,201.06260704994202,2,3.6793899536132812,4,37,500,64
heads2,1,0.8078460693359375,2,43.836402893066406,4,37,1,64
heads2,1,37.992992877960205,2,5.72330904006958,4,37,100,64
heads2,1,80.20940899848938,2,3.8358030319213867,4,37,200,64
heads2,1,119.43380689620972,2,4.123971939086914,4,37,300,64
heads2,1,160.88497710227966,2,2.858405828475952,4,37,400,64
heads2,1,201.06260704994202,2,3.6793899536132812,4,37,500,64
