accuracy,architecture,heads,layers,mean_margin,model_seed,n,position_mode,required_path,split,template_id,tree_seed,width
0.375,L4_W64_H4,4,4,-0.008348226547241211,23,16,aligned,4,test,3,101,64
0.5625,L4_W64_H4,4,4,0.02250373363494873,23,16,aligned,4,test,3,211,64
0.5625,L4_W64_H4,4,4,0.018782496452331543,23,16,aligned,4,test,3,307,64
0.5,L4_W64_H4,4,4,0.00034880638122558594,23,16,randomized,4,test,3,101,64
0.5625,L4_W64_H4,4,4,0.005559325218200684,23,16,randomized,4,test,3,211,64
0.5625,L4_W64_H4,4,4,0.01277017593383789,23,16,randomized,4,test,3,307,64
0.4375,L4_W64_H4,4,4,-0.007531404495239258,23,16,aligned,6,test,0,101,64
0.625,L4_W64_H4,4,4,0.008681178092956543,23,16,aligned,6,test,0,211,64
0.375,L4_W64_H4,4,4,0.0024673938751220703,23,16,aligned,6,test,0,307,64
0.375,L4_W64_H4,4,4,-0.017259955406188965,23,16,randomized,6,test,0,101,64
0.5625,L4_W64_H4,4,4,0.017986059188842773,23,16,randomized,6,test,0,211,64
0.4375,L4_W64_H4,4,4,-0.0007531642913818359,23,16,randomized,6,test,0,307,64
0.4375,L4_W64_H4,4,4,-0.008079171180725098,23,16,aligned,6,test,1,101,64
0.5625,L4_W64_H4,4,4,0.007999658584594727,23,16,aligned,6,test,1,211,64
0.375,L4_W64_H4,4,4,0.0014696121215820312,23,16,aligned,6,test,1,307,64
0.375,L4_W64_H4,4,4,-0.01664578914642334,23,16,randomized,6,test,1,101,64
0.5,L4_W64_H4,4,4,0.016881942749023438,23,16,randomized,6,test,1,211,64
0.4375,L4_W64_H4,4,4,-0.0017195940017700195,23,16,randomized,6,test,1,307,64
0.4375,L4_W64_H4,4,4,-0.006958961486816406,23,16,aligned,6,test,2,101,64
0.625,L4_W64_H4,4,4,0.008909463882446289,23,16,aligned,6,test,2,211,64
0.375,L4_W64_H4,4,4,0.0012935400009155273,23,16,aligned,6,test,2,307,64
0.3125,L4_W64_H4,4,4,-0.016800403594970703,23,16,randomized,6,test,2,101,64
0.5,L4_W64_H4,4,4,0.003497004508972168,23,16,randomized,6,test,2,211,64
0.4375,L4_W64_H4,4,4,-0.001137852668762207,23,16,randomized,6,test,2,307,64
0.4375,L4_W64_H4,4,4,-0.007620334625244141,23,16,aligned,6,test,3,101,64
0.625,L4_W64_H4,4,4,0.007932782173156738,23,16,aligned,6,test,3,211,64
0.375,L4_W64_H4,4,4,0.0009378194808959961,23,16,aligned,6,test,3,307,64
0.3125,L4_W64_H4,4,4,-0.01690971851348877,23,16,randomized,6,test,3,101,64
0.5,L4_W64_H4,4,4,0.003300189971923828,23,16,randomized,6,test,3,211,64
0.4375,L4_W64_H4,4,4,-0.0009679794311523438,23,16,randomized,6,test,3,307,64
0.5,L4_W64_H4,4,4,0.011132001876831055,23,16,aligned,8,test,0,101,64
0.625,L4_W64_H4,4,4,0.01374804973602295,23,16,aligned,8,test,0,211,64
0.625,L4_W64_H4,4,4,0.023301243782043457,23,16,aligned,8,test,0,307,64
0.5625,L4_W64_H4,4,4,0.015916824340820312,23,16,randomized,8,test,0,101,64
0.5,L4_W64_H4,4,4,-0.0012583732604980469,23,16,randomized,8,test,0,211,64
0.5625,L4_W64_H4,4,4,0.014240145683288574,23,16,randomized,8,test,0,307,64
0.5,L4_W64_H4,4,4,0.011105060577392578,23,16,aligned,8,test,1,101,64
0.5625,L4_W64_H4,4,4,0.012767791748046875,23,16,aligned,8,test,1,211,64
0.625,L4_W64_H4,4,4,0.023405790328979492,23,16,aligned,8,test,1,307,64
0.5625,L4_W64_H4,4,4,0.01586127281188965,23,16,randomized,8,test,1,101,64
0.5,L4_W64_H4,4,4,-0.0011948347091674805,23,16,randomized,8,test,1,211,64
0.5625,L4_W64_H4,4,4,0.01446235179901123,23,16,randomized,8,test,1,307,64
0.5,L4_W64_H4,4,4,0.010852456092834473,23,16,aligned,8,test,2,101,64
0.625,L4_W64_H4,4,4,0.01259469985961914,23,16,aligned,8,test,2,211,64
0.625,L4_W64_H4,4,4,0.02371370792388916,23,16,aligned,8,test,2,307,64
0.5625,L4_W64_H4,4,4,0.01495504379272461,23,16,randomized,8,test,2,101,64
0.4375,L4_W64_H4,4,4,-0.001869797706604004,23,16,randomized,8,test,2,211,64
0.6875,L4_W64_H4,4,4,0.030712604522705078,23,16,randomized,8,test,2,307,64
0.5,L4_W64_H4,4,4,0.010564684867858887,23,16,aligned,8,test,3,101,64
0.5625,L4_W64_H4,4,4,0.011859416961669922,23,16,aligned,8,test,3,211,64
0.625,L4_W64_H4,4,4,0.023006200790405273,23,16,aligned,8,test,3,307,64
0.625,L4_W64_H4,4,4,0.015684008598327637,23,16,randomized,8,test,3,101,64
0.4375,L4_W64_H4,4,4,-0.0019408464431762695,23,16,randomized,8,test,3,211,64
0.6875,L4_W64_H4,4,4,0.03036057949066162,23,16,randomized,8,test,3,307,64
0.375,L4_W64_H4,4,4,-0.011575818061828613,23,16,aligned,1,validation,0,101,64
0.5,L4_W64_H4,4,4,-0.0012989044189453125,23,16,aligned,1,validation,0,211,64
0.5,L4_W64_H4,4,4,0.01305699348449707,23,16,aligned,1,validation,0,307,64
0.625,L4_W64_H4,4,4,-0.005823850631713867,23,16,randomized,1,validation,0,101,64
0.5,L4_W64_H4,4,4,0.0013588666915893555,23,16,randomized,1,validation,0,211,64
0.625,L4_W64_H4,4,4,0.009691476821899414,23,16,randomized,1,validation,0,307,64
0.375,L4_W64_H4,4,4,-0.009928226470947266,23,16,aligned,1,validation,1,101,64
0.5,L4_W64_H4,4,4,-0.0022492408752441406,23,16,aligned,1,validation,1,211,64
0.5,L4_W64_H4,4,4,0.012506842613220215,23,16,aligned,1,validation,1,307,64
0.625,L4_W64_H4,4,4,-0.007073521614074707,23,16,randomized,1,validation,1,101,64
0.5,L4_W64_H4,4,4,0.0010371208190917969,23,16,randomized,1,validation,1,211,64
0.625,L4_W64_H4,4,4,0.009424924850463867,23,16,randomized,1,validation,1,307,64
0.375,L4_W64_H4,4,4,-0.013540029525756836,23,16,aligned,1,validation,2,101,64
0.5,L4_W64_H4,4,4,-0.002550363540649414,23,16,aligned,1,validation,2,211,64
0.5625,L4_W64_H4,4,4,0.013805270195007324,23,16,aligned,1,validation,2,307,64
0.4375,L4_W64_H4,4,4,-0.006410002708435059,23,16,randomized,1,validation,2,101,64
0.625,L4_W64_H4,4,4,0.010651707649230957,23,16,randomized,1,validation,2,211,64
0.5,L4_W64_H4,4,4,0.02427208423614502,23,16,randomized,1,validation,2,307,64
0.375,L4_W64_H4,4,4,-0.010127544403076172,23,16,aligned,1,validation,3,101,64
0.5,L4_W64_H4,4,4,-0.0027245283126831055,23,16,aligned,1,validation,3,211,64
0.5625,L4_W64_H4,4,4,0.012435436248779297,23,16,aligned,1,validation,3,307,64
0.4375,L4_W64_H4,4,4,-0.005824923515319824,23,16,randomized,1,validation,3,101,64
0.625,L4_W64_H4,4,4,0.011374831199645996,23,16,randomized,1,validation,3,211,64
0.5,L4_W64_H4,4,4,0.02449178695678711,23,16,randomized,1,validation,3,307,64
0.4375,L4_W64_H4,4,4,-0.013153910636901855,23,16,aligned,12,validation,0,101,64
0.625,L4_W64_H4,4,4,0.0021800994873046875,23,16,aligned,12,validation,0,211,64
0.5625,L4_W64_H4,4,4,0.013323068618774414,23,16,aligned,12,validation,0,307,64
0.4375,L4_W64_H4,4,4,0.00296783447265625,23,16,randomized,12,validation,0,101,64
0.5,L4_W64_H4,4,4,0.008916378021240234,23,16,randomized,12,validation,0,211,64
0.625,L4_W64_H4,4,4,0.02085292339324951,23,16,randomized,12,validation,0,307,64
0.4375,L4_W64_H4,4,4,-0.011078119277954102,23,16,aligned,12,validation,1,101,64
0.625,L4_W64_H4,4,4,0.0023993253707885742,23,16,aligned,12,validation,1,211,64
0.5625,L4_W64_H4,4,4,0.013631343841552734,23,16,aligned,12,validation,1,307,64
0.4375,L4_W64_H4,4,4,0.003345966339111328,23,16,randomized,12,validation,1,101,64
0.5,L4_W64_H4,4,4,0.008463740348815918,23,16,randomized,12,validation,1,211,64
0.625,L4_W64_H4,4,4,0.020953059196472168,23,16,randomized,12,validation,1,307,64
0.4375,L4_W64_H4,4,4,-0.010579228401184082,23,16,aligned,12,validation,2,101,64
0.625,L4_W64_H4,4,4,0.0011560916900634766,23,16,aligned,12,validation,2,211,64
0.5625,L4_W64_H4,4,4,0.012154817581176758,23,16,aligned,12,validation,2,307,64
0.5,L4_W64_H4,4,4,-0.01046741008758545,23,16,randomized,12,validation,2,101,64
0.5,L4_W64_H4,4,4,0.00016260147094726562,23,16,randomized,12,validation,2,211,64
0.625,L4_W64_H4,4,4,0.020547151565551758,23,16,randomized,12,validation,2,307,64
0.4375,L4_W64_H4,4,4,-0.011029958724975586,23,16,aligned,12,validation,3,101,64
0.625,L4_W64_H4,4,4,0.0006244182586669922,23,16,aligned,12,validation,3,211,64
0.5625,L4_W64_H4,4,4,0.013399243354797363,23,16,aligned,12,validation,3,307,64
0.5,L4_W64_H4,4,4,-0.009814620018005371,23,16,randomized,12,validation,3,101,64
0.5,L4_W64_H4,4,4,0.00028061866760253906,23,16,randomized,12,validation,3,211,64
0.625,L4_W64_H4,4,4,0.02042567729949951,23,16,randomized,12,validation,3,307,64
0.4375,L4_W64_H4,4,4,0.004086971282958984,23,16,aligned,16,validation,0,101,64
0.5,L4_W64_H4,4,4,0.003025054931640625,23,16,aligned,16,validation,0,211,64
0.4375,L4_W64_H4,4,4,-0.0270158052444458,23,16,aligned,16,validation,0,307,64
0.4375,L4_W64_H4,4,4,0.004701375961303711,23,16,randomized,16,validation,0,101,64
0.5,L4_W64_H4,4,4,-0.005247950553894043,23,16,randomized,16,validation,0,211,64
0.4375,L4_W64_H4,4,4,-0.022937655448913574,23,16,randomized,16,validation,0,307,64
0.4375,L4_W64_H4,4,4,0.004783749580383301,23,16,aligned,16,validation,1,101,64
0.5,L4_W64_H4,4,4,0.0023914575576782227,23,16,aligned,16,validation,1,211,64
0.4375,L4_W64_H4,4,4,-0.027083516120910645,23,16,aligned,16,validation,1,307,64
0.4375,L4_W64_H4,4,4,0.004600882530212402,23,16,randomized,16,validation,1,101,64
0.5,L4_W64_H4,4,4,-0.0050737857818603516,23,16,randomized,16,validation,1,211,64
0.4375,L4_W64_H4,4,4,-0.023134469985961914,23,16,randomized,16,validation,1,307,64
0.4375,L4_W64_H4,4,4,0.005106449127197266,23,16,aligned,16,validation,2,101,64
0.5,L4_W64_H4,4,4,0.002210378646850586,23,16,aligned,16,validation,2,211,64
0.4375,L4_W64_H4,4,4,-0.025886058807373047,23,16,aligned,16,validation,2,307,64
0.4375,L4_W64_H4,4,4,0.011577129364013672,23,16,randomized,16,validation,2,101,64
0.5,L4_W64_H4,4,4,0.00022804737091064453,23,16,randomized,16,validation,2,211,64
0.4375,L4_W64_H4,4,4,-0.02260291576385498,23,16,randomized,16,validation,2,307,64
0.4375,L4_W64_H4,4,4,0.005124926567077637,23,16,aligned,16,validation,3,101,64
0.5,L4_W64_H4,4,4,0.002351045608520508,23,16,aligned,16,validation,3,211,64
0.4375,L4_W64_H4,4,4,-0.025864243507385254,23,16,aligned,16,validation,3,307,64
0.4375,L4_W64_H4,4,4,0.01131904125213623,23,16,randomized,16,validation,3,101,64
0.5,L4_W64_H4,4,4,0.0002740621566772461,23,16,randomized,16,validation,3,211,64
0.4375,L4_W64_H4,4,4,-0.022346854209899902,23,16,randomized,16,validation,3,307,64
0.4375,L4_W64_H4,4,4,-0.0014568567276000977,23,16,aligned,2,validation,0,101,64
0.5,L4_W64_H4,4,4,0.011446356773376465,23,16,aligned,2,validation,0,211,64
0.4375,L4_W64_H4,4,4,-0.004739284515380859,23,16,aligned,2,validation,0,307,64
0.625,L4_W64_H4,4,4,0.010866522789001465,23,16,randomized,2,validation,0,101,64
0.5,L4_W64_H4,4,4,0.013628363609313965,23,16,randomized,2,validation,0,211,64
0.375,L4_W64_H4,4,4,-0.013845086097717285,23,16,randomized,2,validation,0,307,64
0.4375,L4_W64_H4,4,4,-0.00023055076599121094,23,16,aligned,2,validation,1,101,64
0.5,L4_W64_H4,4,4,0.01188039779663086,23,16,aligned,2,validation,1,211,64
0.4375,L4_W64_H4,4,4,-0.004913926124572754,23,16,aligned,2,validation,1,307,64
0.625,L4_W64_H4,4,4,0.010074019432067871,23,16,randomized,2,validation,1,101,64
0.5,L4_W64_H4,4,4,0.013370871543884277,23,16,randomized,2,validation,1,211,64
0.375,L4_W64_H4,4,4,-0.013434886932373047,23,16,randomized,2,validation,1,307,64
0.4375,L4_W64_H4,4,4,-0.00024068355560302734,23,16,aligned,2,validation,2,101,64
0.4375,L4_W64_H4,4,4,0.01133418083190918,23,16,aligned,2,validation,2,211,64
0.4375,L4_W64_H4,4,4,-0.00258481502532959,23,16,aligned,2,validation,2,307,64
0.5,L4_W64_H4,4,4,-0.0021764039993286133,23,16,randomized,2,validation,2,101,64
0.625,L4_W64_H4,4,4,0.015200138092041016,23,16,randomized,2,validation,2,211,64
0.4375,L4_W64_H4,4,4,-0.008975625038146973,23,16,randomized,2,validation,2,307,64
0.4375,L4_W64_H4,4,4,-0.0009428262710571289,23,16,aligned,2,validation,3,101,64
0.5,L4_W64_H4,4,4,0.011645197868347168,23,16,aligned,2,validation,3,211,64
0.4375,L4_W64_H4,4,4,-0.0028585195541381836,23,16,aligned,2,validation,3,307,64
0.5,L4_W64_H4,4,4,-0.002369403839111328,23,16,randomized,2,validation,3,101,64
0.625,L4_W64_H4,4,4,0.015858054161071777,23,16,randomized,2,validation,3,211,64
0.4375,L4_W64_H4,4,4,-0.008795857429504395,23,16,randomized,2,validation,3,307,64
0.5,L4_W64_H4,4,4,0.0014792680740356445,23,16,aligned,3,validation,0,101,64
0.5,L4_W64_H4,4,4,-0.022427678108215332,23,16,aligned,3,validation,0,211,64
0.625,L4_W64_H4,4,4,0.005085110664367676,23,16,aligned,3,validation,0,307,64
0.375,L4_W64_H4,4,4,-0.005947470664978027,23,16,randomized,3,validation,0,101,64
0.4375,L4_W64_H4,4,4,-0.025710582733154297,23,16,randomized,3,validation,0,211,64
0.5,L4_W64_H4,4,4,0.0028886795043945312,23,16,randomized,3,validation,0,307,64
0.5,L4_W64_H4,4,4,0.002719283103942871,23,16,aligned,3,validation,1,101,64
0.5,L4_W64_H4,4,4,-0.01966869831085205,23,16,aligned,3,validation,1,211,64
0.625,L4_W64_H4,4,4,0.0040847063064575195,23,16,aligned,3,validation,1,307,64
0.375,L4_W64_H4,4,4,-0.005528807640075684,23,16,randomized,3,validation,1,101,64
0.375,L4_W64_H4,4,4,-0.025842666625976562,23,16,randomized,3,validation,1,211,64
0.5,L4_W64_H4,4,4,0.002232074737548828,23,16,randomized,3,validation,1,307,64
0.5,L4_W64_H4,4,4,0.0018095970153808594,23,16,aligned,3,validation,2,101,64
0.5,L4_W64_H4,4,4,-0.02331399917602539,23,16,aligned,3,validation,2,211,64
0.625,L4_W64_H4,4,4,0.007501721382141113,23,16,aligned,3,validation,2,307,64
0.5,L4_W64_H4,4,4,-0.0003966093063354492,23,16,randomized,3,validation,2,101,64
0.4375,L4_W64_H4,4,4,-0.020113110542297363,23,16,randomized,3,validation,2,211,64
0.5625,L4_W64_H4,4,4,0.0035463571548461914,23,16,randomized,3,validation,2,307,64
0.5,L4_W64_H4,4,4,0.0032519102096557617,23,16,aligned,3,validation,3,101,64
0.5,L4_W64_H4,4,4,-0.018485069274902344,23,16,aligned,3,validation,3,211,64
0.625,L4_W64_H4,4,4,0.00419926643371582,23,16,aligned,3,validation,3,307,64
0.5,L4_W64_H4,4,4,-4.267692565917969e-05,23,16,randomized,3,validation,3,101,64
0.4375,L4_W64_H4,4,4,-0.02029240131378174,23,16,randomized,3,validation,3,211,64
0.5625,L4_W64_H4,4,4,0.003378748893737793,23,16,randomized,3,validation,3,307,64
0.375,L4_W64_H4,4,4,-0.016402244567871094,23,16,aligned,4,validation,0,101,64
0.375,L4_W64_H4,4,4,-0.01851785182952881,23,16,aligned,4,validation,0,211,64
0.5,L4_W64_H4,4,4,-0.010982275009155273,23,16,aligned,4,validation,0,307,64
0.3125,L4_W64_H4,4,4,-0.022678852081298828,23,16,randomized,4,validation,0,101,64
0.375,L4_W64_H4,4,4,-0.01789236068725586,23,16,randomized,4,validation,0,211,64
0.5,L4_W64_H4,4,4,0.0067244768142700195,23,16,randomized,4,validation,0,307,64
0.375,L4_W64_H4,4,4,-0.015009641647338867,23,16,aligned,4,validation,1,101,64
0.375,L4_W64_H4,4,4,-0.016076207160949707,23,16,aligned,4,validation,1,211,64
0.4375,L4_W64_H4,4,4,-0.011175990104675293,23,16,aligned,4,validation,1,307,64
0.3125,L4_W64_H4,4,4,-0.021777868270874023,23,16,randomized,4,validation,1,101,64
0.375,L4_W64_H4,4,4,-0.017918705940246582,23,16,randomized,4,validation,1,211,64
0.5,L4_W64_H4,4,4,0.005842804908752441,23,16,randomized,4,validation,1,307,64
0.375,L4_W64_H4,4,4,-0.014236807823181152,23,16,aligned,4,validation,2,101,64
0.375,L4_W64_H4,4,4,-0.01900935173034668,23,16,aligned,4,validation,2,211,64
0.4375,L4_W64_H4,4,4,-0.013902664184570312,23,16,aligned,4,validation,2,307,64
0.3125,L4_W64_H4,4,4,-0.010370731353759766,23,16,randomized,4,validation,2,101,64
0.375,L4_W64_H4,4,4,-0.022360801696777344,23,16,randomized,4,validation,2,211,64
0.5,L4_W64_H4,4,4,-7.903575897216797e-05,23,16,randomized,4,validation,2,307,64
0.375,L4_W64_H4,4,4,-0.014264106750488281,23,16,aligned,4,validation,3,101,64
0.375,L4_W64_H4,4,4,-0.01806318759918213,23,16,aligned,4,validation,3,211,64
0.375,L4_W64_H4,4,4,-0.013878583908081055,23,16,aligned,4,validation,3,307,64
0.3125,L4_W64_H4,4,4,-0.010729789733886719,23,16,randomized,4,validation,3,101,64
0.375,L4_W64_H4,4,4,-0.021312832832336426,23,16,randomized,4,validation,3,211,64
0.5625,L4_W64_H4,4,4,-0.0006811618804931641,23,16,randomized,4,validation,3,307,64
0.6875,L4_W64_H4,4,4,-0.0006476640701293945,23,16,aligned,6,validation,0,101,64
0.5,L4_W64_H4,4,4,0.008273482322692871,23,16,aligned,6,validation,0,211,64
0.4375,L4_W64_H4,4,4,-0.011024832725524902,23,16,aligned,6,validation,0,307,64
0.625,L4_W64_H4,4,4,0.00512850284576416,23,16,randomized,6,validation,0,101,64
0.625,L4_W64_H4,4,4,0.011400938034057617,23,16,randomized,6,validation,0,211,64
0.375,L4_W64_H4,4,4,-0.0053958892822265625,23,16,randomized,6,validation,0,307,64
0.6875,L4_W64_H4,4,4,-0.0007755756378173828,23,16,aligned,6,validation,1,101,64
0.4375,L4_W64_H4,4,4,0.008902311325073242,23,16,aligned,6,validation,1,211,64
0.5625,L4_W64_H4,4,4,-0.008313894271850586,23,16,aligned,6,validation,1,307,64
0.625,L4_W64_H4,4,4,0.005355954170227051,23,16,randomized,6,validation,1,101,64
0.5625,L4_W64_H4,4,4,0.011489272117614746,23,16,randomized,6,validation,1,211,64
0.375,L4_W64_H4,4,4,-0.004219651222229004,23,16,randomized,6,validation,1,307,64
0.6875,L4_W64_H4,4,4,0.0001474618911743164,23,16,aligned,6,validation,2,101,64
0.5625,L4_W64_H4,4,4,0.010301470756530762,23,16,aligned,6,validation,2,211,64
0.5625,L4_W64_H4,4,4,-0.009691238403320312,23,16,aligned,6,validation,2,307,64
0.625,L4_W64_H4,4,4,0.01054227352142334,23,16,randomized,6,validation,2,101,64
0.4375,L4_W64_H4,4,4,-0.0023260116577148438,23,16,randomized,6,validation,2,211,64
0.375,L4_W64_H4,4,4,-0.014212846755981445,23,16,randomized,6,validation,2,307,64
0.6875,L4_W64_H4,4,4,-0.00043487548828125,23,16,aligned,6,validation,3,101,64
0.5,L4_W64_H4,4,4,0.008374691009521484,23,16,aligned,6,validation,3,211,64
0.5,L4_W64_H4,4,4,-0.008878111839294434,23,16,aligned,6,validation,3,307,64
0.625,L4_W64_H4,4,4,0.009992361068725586,23,16,randomized,6,validation,3,101,64
0.4375,L4_W64_H4,4,4,-0.0031692981719970703,23,16,randomized,6,validation,3,211,64
0.375,L4_W64_H4,4,4,-0.014559388160705566,23,16,randomized,6,validation,3,307,64
0.5625,L4_W64_H4,4,4,0.016110539436340332,23,16,aligned,8,validation,0,101,64
0.5625,L4_W64_H4,4,4,-0.004083871841430664,23,16,aligned,8,validation,0,211,64
0.5625,L4_W64_H4,4,4,-0.00798332691192627,23,16,aligned,8,validation,0,307,64
0.625,L4_W64_H4,4,4,0.020899415016174316,23,16,randomized,8,validation,0,101,64
0.4375,L4_W64_H4,4,4,0.00012063980102539062,23,16,randomized,8,validation,0,211,64
0.3125,L4_W64_H4,4,4,-0.01835191249847412,23,16,randomized,8,validation,0,307,64
0.5625,L4_W64_H4,4,4,0.0167161226272583,23,16,aligned,8,validation,1,101,64
0.5625,L4_W64_H4,4,4,-0.003981947898864746,23,16,aligned,8,validation,1,211,64
0.5625,L4_W64_H4,4,4,-0.008408069610595703,23,16,aligned,8,validation,1,307,64
0.625,L4_W64_H4,4,4,0.021073460578918457,23,16,randomized,8,validation,1,101,64
0.4375,L4_W64_H4,4,4,0.0004076957702636719,23,16,randomized,8,validation,1,211,64
0.3125,L4_W64_H4,4,4,-0.018488168716430664,23,16,randomized,8,validation,1,307,64
0.5625,L4_W64_H4,4,4,0.016722559928894043,23,16,aligned,8,validation,2,101,64
0.5625,L4_W64_H4,4,4,-0.00360870361328125,23,16,aligned,8,validation,2,211,64
0.5625,L4_W64_H4,4,4,-0.008325815200805664,23,16,aligned,8,validation,2,307,64
0.5625,L4_W64_H4,4,4,0.023655414581298828,23,16,randomized,8,validation,2,101,64
0.5,L4_W64_H4,4,4,0.004911661148071289,23,16,randomized,8,validation,2,211,64
0.5,L4_W64_H4,4,4,0.001532435417175293,23,16,randomized,8,validation,2,307,64
0.5625,L4_W64_H4,4,4,0.015833377838134766,23,16,aligned,8,validation,3,101,64
0.5625,L4_W64_H4,4,4,-0.0034401416778564453,23,16,aligned,8,validation,3,211,64
0.5625,L4_W64_H4,4,4,-0.008656144142150879,23,16,aligned,8,validation,3,307,64
0.5625,L4_W64_H4,4,4,0.023448467254638672,23,16,randomized,8,validation,3,101,64
0.5,L4_W64_H4,4,4,0.004606127738952637,23,16,randomized,8,validation,3,211,64
0.5,L4_W64_H4,4,4,0.0016225576400756836,23,16,randomized,8,validation,3,307,64
0.5,L4_W64_H4,4,4,-0.00859057903289795,37,16,aligned,1,test,0,101,64
0.375,L4_W64_H4,4,4,-0.003631591796875,37,16,aligned,1,test,0,211,64
0.4375,L4_W64_H4,4,4,-0.005276799201965332,37,16,aligned,1,test,0,307,64
0.5625,L4_W64_H4,4,4,0.005293846130371094,37,16,randomized,1,test,0,101,64
0.6875,L4_W64_H4,4,4,0.013538002967834473,37,16,randomized,1,test,0,211,64
0.5625,L4_W64_H4,4,4,0.007622241973876953,37,16,randomized,1,test,0,307,64
0.5,L4_W64_H4,4,4,-0.0072443485260009766,37,16,aligned,1,test,1,101,64
0.375,L4_W64_H4,4,4,-0.002352476119995117,37,16,aligned,1,test,1,211,64
0.375,L4_W64_H4,4,4,-0.006255984306335449,37,16,aligned,1,test,1,307,64
0.5625,L4_W64_H4,4,4,0.006077766418457031,37,16,randomized,1,test,1,101,64
0.6875,L4_W64_H4,4,4,0.01412653923034668,37,16,randomized,1,test,1,211,64
0.5625,L4_W64_H4,4,4,0.0076639652252197266,37,16,randomized,1,test,1,307,64
0.4375,L4_W64_H4,4,4,-0.008912444114685059,37,16,aligned,1,test,2,101,64
0.375,L4_W64_H4,4,4,-0.003823518753051758,37,16,aligned,1,test,2,211,64
0.375,L4_W64_H4,4,4,-0.0053588151931762695,37,16,aligned,1,test,2,307,64
0.5,L4_W64_H4,4,4,0.007756352424621582,37,16,randomized,1,test,2,101,64
0.5625,L4_W64_H4,4,4,0.005457520484924316,37,16,randomized,1,test,2,211,64
0.5625,L4_W64_H4,4,4,0.0021287202835083008,37,16,randomized,1,test,2,307,64
0.5,L4_W64_H4,4,4,-0.007479429244995117,37,16,aligned,1,test,3,101,64
0.375,L4_W64_H4,4,4,-0.0020666122436523438,37,16,aligned,1,test,3,211,64
0.375,L4_W64_H4,4,4,-0.005736231803894043,37,16,aligned,1,test,3,307,64
0.5625,L4_W64_H4,4,4,0.008589625358581543,37,16,randomized,1,test,3,101,64
0.625,L4_W64_H4,4,4,0.00585019588470459,37,16,randomized,1,test,3,211,64
0.5625,L4_W64_H4,4,4,0.002019166946411133,37,16,randomized,1,test,3,307,64
0.4375,L4_W64_H4,4,4,-0.018148422241210938,37,16,aligned,12,test,0,101,64
0.5,L4_W64_H4,4,4,0.0019227266311645508,37,16,aligned,12,test,0,211,64
0.4375,L4_W64_H4,4,4,-0.020344853401184082,37,16,aligned,12,test,0,307,64
0.4375,L4_W64_H4,4,4,-0.02436697483062744,37,16,randomized,12,test,0,101,64
0.5625,L4_W64_H4,4,4,0.008033275604248047,37,16,randomized,12,test,0,211,64
0.3125,L4_W64_H4,4,4,-0.022355318069458008,37,16,randomized,12,test,0,307,64
0.4375,L4_W64_H4,4,4,-0.017904043197631836,37,16,aligned,12,test,1,101,64
0.5,L4_W64_H4,4,4,0.00197446346282959,37,16,aligned,12,test,1,211,64
0.4375,L4_W64_H4,4,4,-0.02092921733856201,37,16,aligned,12,test,1,307,64
0.4375,L4_W64_H4,4,4,-0.02431023120880127,37,16,randomized,12,test,1,101,64
0.5625,L4_W64_H4,4,4,0.00772702693939209,37,16,randomized,12,test,1,211,64
0.3125,L4_W64_H4,4,4,-0.022491931915283203,37,16,randomized,12,test,1,307,64
0.4375,L4_W64_H4,4,4,-0.017476439476013184,37,16,aligned,12,test,2,101,64
0.5625,L4_W64_H4,4,4,0.002890348434448242,37,16,aligned,12,test,2,211,64
0.375,L4_W64_H4,4,4,-0.02122056484222412,37,16,aligned,12,test,2,307,64
0.3125,L4_W64_H4,4,4,-0.0253908634185791,37,16,randomized,12,test,2,101,64
0.5625,L4_W64_H4,4,4,0.011067032814025879,37,16,randomized,12,test,2,211,64
0.4375,L4_W64_H4,4,4,-0.013829469680786133,37,16,randomized,12,test,2,307,64
0.4375,L4_W64_H4,4,4,-0.017634868621826172,37,16,aligned,12,test,3,101,64
0.5625,L4_W64_H4,4,4,0.0024973154067993164,37,16,aligned,12,test,3,211,64
0.375,L4_W64_H4,4,4,-0.020398736000061035,37,16,aligned,12,test,3,307,64
0.3125,L4_W64_H4,4,4,-0.024981141090393066,37,16,randomized,12,test,3,101,64
0.5625,L4_W64_H4,4,4,0.0107804536819458,37,16,randomized,12,test,3,211,64
0.4375,L4_W64_H4,4,4,-0.014047861099243164,37,16,randomized,12,test,3,307,64
0.375,L4_W64_H4,4,4,-0.01892077922821045,37,16,aligned,16,test,0,101,64
0.625,L4_W64_H4,4,4,0.013670086860656738,37,16,aligned,16,test,0,211,64
0.75,L4_W64_H4,4,4,0.024325847625732422,37,16,aligned,16,test,0,307,64
0.375,L4_W64_H4,4,4,-0.019435882568359375,37,16,randomized,16,test,0,101,64
0.5625,L4_W64_H4,4,4,0.009383916854858398,37,16,randomized,16,test,0,211,64
0.6875,L4_W64_H4,4,4,0.02688288688659668,37,16,randomized,16,test,0,307,64
0.375,L4_W64_H4,4,4,-0.018793463706970215,37,16,aligned,16,test,1,101,64
0.6875,L4_W64_H4,4,4,0.013959527015686035,37,16,aligned,16,test,1,211,64
0.75,L4_W64_H4,4,4,0.024160385131835938,37,16,aligned,16,test,1,307,64
0.375,L4_W64_H4,4,4,-0.019497275352478027,37,16,randomized,16,test,1,101,64
