condition,episode_id,family,heads,layers,modulus,parameters,seed,split,target,target_margin,target_rank,top1,variant,width
wrong_rule,1dbf4475d7eaed62,affine,4,2,11,7;5,11,seen_parameter,5,-0.9104552268981934,10,0,sa_only,64
correct,ef0dd2a7d36f4db2,affine,4,2,11,7;5,11,seen_parameter,1,-0.2041316032409668,4,0,sa_only,64
none,ef0dd2a7d36f4db2,affine,4,2,11,7;5,11,seen_parameter,1,-0.20289278030395508,4,0,sa_only,64
shuffled,ef0dd2a7d36f4db2,affine,4,2,11,7;5,11,seen_parameter,1,-0.20499706268310547,4,0,sa_only,64
wrong_rule,ef0dd2a7d36f4db2,affine,4,2,11,7;5,11,seen_parameter,1,-0.20399236679077148,4,0,sa_only,64
correct,1f26a45ffbbc62ca,affine,4,2,11,5;5,11,seen_parameter,10,-0.578956127166748,8,0,sa_only,64
none,1f26a45ffbbc62ca,affine,4,2,11,5;5,11,seen_parameter,10,-0.5759596824645996,8,0,sa_only,64
shuffled,1f26a45ffbbc62ca,affine,4,2,11,5;5,11,seen_parameter,10,-0.5789604187011719,8,0,sa_only,64
wrong_rule,1f26a45ffbbc62ca,affine,4,2,11,5;5,11,seen_parameter,10,-0.5785365104675293,8,0,sa_only,64
correct,44fcb4d9bb9cc944,affine,4,2,11,5;5,11,seen_parameter,8,-0.5644254684448242,6,0,sa_only,64
none,44fcb4d9bb9cc944,affine,4,2,11,5;5,11,seen_parameter,8,-0.5643987655639648,6,0,sa_only,64
shuffled,44fcb4d9bb9cc944,affine,4,2,11,5;5,11,seen_parameter,8,-0.5644292831420898,6,0,sa_only,64
wrong_rule,44fcb4d9bb9cc944,affine,4,2,11,5;5,11,seen_parameter,8,-0.5640134811401367,6,0,sa_only,64
correct,a942f31fb56185be,affine,4,2,11,5;5,11,seen_parameter,8,-0.5615534782409668,6,0,sa_only,64
none,a942f31fb56185be,affine,4,2,11,5;5,11,seen_parameter,8,-0.5643987655639648,6,0,sa_only,64
shuffled,a942f31fb56185be,affine,4,2,11,5;5,11,seen_parameter,8,-0.5613622665405273,6,0,sa_only,64
wrong_rule,a942f31fb56185be,affine,4,2,11,5;5,11,seen_parameter,8,-0.5614099502563477,6,0,sa_only,64
correct,723a63e0b4ab1088,affine,4,2,11,5;5,11,seen_parameter,1,-0.21561288833618164,2,0,sa_only,64
none,723a63e0b4ab1088,affine,4,2,11,5;5,11,seen_parameter,1,-0.21680688858032227,2,0,sa_only,64
shuffled,723a63e0b4ab1088,affine,4,2,11,5;5,11,seen_parameter,1,-0.2156238555908203,2,0,sa_only,64
wrong_rule,723a63e0b4ab1088,affine,4,2,11,5;5,11,seen_parameter,1,-0.2156691551208496,2,0,sa_only,64
correct,2e4bebec9049c9a8,affine,4,2,11,2;0,11,seen_parameter,8,-0.6799259185791016,4,0,sa_only,64
none,2e4bebec9049c9a8,affine,4,2,11,2;0,11,seen_parameter,8,-0.6670708656311035,4,0,sa_only,64
shuffled,2e4bebec9049c9a8,affine,4,2,11,2;0,11,seen_parameter,8,-0.6798591613769531,4,0,sa_only,64
wrong_rule,2e4bebec9049c9a8,affine,4,2,11,2;0,11,seen_parameter,8,-0.6801023483276367,4,0,sa_only,64
correct,1ff0ff8aaecdf8f0,affine,4,2,11,2;0,11,seen_parameter,6,-0.4710874557495117,6,0,sa_only,64
none,1ff0ff8aaecdf8f0,affine,4,2,11,2;0,11,seen_parameter,6,-0.4681510925292969,6,0,sa_only,64
shuffled,1ff0ff8aaecdf8f0,affine,4,2,11,2;0,11,seen_parameter,6,-0.4667778015136719,6,0,sa_only,64
wrong_rule,1ff0ff8aaecdf8f0,affine,4,2,11,2;0,11,seen_parameter,6,-0.4700794219970703,6,0,sa_only,64
correct,3286cbfde8989bea,affine,4,2,11,2;0,11,seen_parameter,6,-0.465789794921875,6,0,sa_only,64
none,3286cbfde8989bea,affine,4,2,11,2;0,11,seen_parameter,6,-0.4681510925292969,6,0,sa_only,64
shuffled,3286cbfde8989bea,affine,4,2,11,2;0,11,seen_parameter,6,-0.4675168991088867,6,0,sa_only,64
wrong_rule,3286cbfde8989bea,affine,4,2,11,2;0,11,seen_parameter,6,-0.4639873504638672,6,0,sa_only,64
correct,d39a205aac740a97,affine,4,2,11,2;0,11,seen_parameter,6,-0.4681587219238281,6,0,sa_only,64
none,d39a205aac740a97,affine,4,2,11,2;0,11,seen_parameter,6,-0.4681510925292969,6,0,sa_only,64
shuffled,d39a205aac740a97,affine,4,2,11,2;0,11,seen_parameter,6,-0.4667520523071289,6,0,sa_only,64
wrong_rule,d39a205aac740a97,affine,4,2,11,2;0,11,seen_parameter,6,-0.4666929244995117,6,0,sa_only,64
correct,8af30789920235a0,affine,4,2,11,0;0,11,seen_parameter,0,-0.9348883628845215,8,0,sa_only,64
none,8af30789920235a0,affine,4,2,11,0;0,11,seen_parameter,0,-0.9342126846313477,8,0,sa_only,64
shuffled,8af30789920235a0,affine,4,2,11,0;0,11,seen_parameter,0,-0.9348883628845215,8,0,sa_only,64
wrong_rule,8af30789920235a0,affine,4,2,11,0;0,11,seen_parameter,0,-0.9353184700012207,8,0,sa_only,64
correct,f0d86b156db32b03,affine,4,2,11,0;0,11,seen_parameter,0,-0.9350395202636719,8,0,sa_only,64
none,f0d86b156db32b03,affine,4,2,11,0;0,11,seen_parameter,0,-0.9342126846313477,8,0,sa_only,64
shuffled,f0d86b156db32b03,affine,4,2,11,0;0,11,seen_parameter,0,-0.9350395202636719,8,0,sa_only,64
wrong_rule,f0d86b156db32b03,affine,4,2,11,0;0,11,seen_parameter,0,-0.9354662895202637,8,0,sa_only,64
correct,cdbe71df2ddee1e8,affine,4,2,11,0;0,11,seen_parameter,0,-1.0954833030700684,9,0,sa_only,64
none,cdbe71df2ddee1e8,affine,4,2,11,0;0,11,seen_parameter,0,-1.0977568626403809,9,0,sa_only,64
shuffled,cdbe71df2ddee1e8,affine,4,2,11,0;0,11,seen_parameter,0,-1.0954833030700684,9,0,sa_only,64
wrong_rule,cdbe71df2ddee1e8,affine,4,2,11,0;0,11,seen_parameter,0,-1.0947027206420898,9,0,sa_only,64
correct,cdeb661cec20a9d6,affine,4,2,11,0;0,11,seen_parameter,0,-0.8389873504638672,9,0,sa_only,64
none,cdeb661cec20a9d6,affine,4,2,11,0;0,11,seen_parameter,0,-0.8378796577453613,9,0,sa_only,64
shuffled,cdeb661cec20a9d6,affine,4,2,11,0;0,11,seen_parameter,0,-0.8389873504638672,9,0,sa_only,64
wrong_rule,cdeb661cec20a9d6,affine,4,2,11,0;0,11,seen_parameter,0,-0.8389921188354492,9,0,sa_only,64
correct,9bbe74e9469be63a,affine,4,2,11,5;0,11,seen_parameter,10,-0.7340846061706543,6,0,sa_only,64
none,9bbe74e9469be63a,affine,4,2,11,5;0,11,seen_parameter,10,-0.7346458435058594,6,0,sa_only,64
shuffled,9bbe74e9469be63a,affine,4,2,11,5;0,11,seen_parameter,10,-0.7344589233398438,6,0,sa_only,64
wrong_rule,9bbe74e9469be63a,affine,4,2,11,5;0,11,seen_parameter,10,-0.7341127395629883,6,0,sa_only,64
correct,311655c979c6bd4c,affine,4,2,11,5;0,11,seen_parameter,3,-0.4397878646850586,4,0,sa_only,64
none,311655c979c6bd4c,affine,4,2,11,5;0,11,seen_parameter,3,-0.44080066680908203,4,0,sa_only,64
shuffled,311655c979c6bd4c,affine,4,2,11,5;0,11,seen_parameter,3,-0.4398612976074219,4,0,sa_only,64
wrong_rule,311655c979c6bd4c,affine,4,2,11,5;0,11,seen_parameter,3,-0.439821720123291,4,0,sa_only,64
correct,15a2f09316c559ac,affine,4,2,11,5;0,11,seen_parameter,5,-0.45133209228515625,7,0,sa_only,64
none,15a2f09316c559ac,affine,4,2,11,5;0,11,seen_parameter,5,-0.44809961318969727,7,0,sa_only,64
shuffled,15a2f09316c559ac,affine,4,2,11,5;0,11,seen_parameter,5,-0.4521961212158203,7,0,sa_only,64
wrong_rule,15a2f09316c559ac,affine,4,2,11,5;0,11,seen_parameter,5,-0.45296716690063477,7,0,sa_only,64
correct,394184ffa5c74dd0,affine,4,2,11,5;0,11,seen_parameter,3,-0.4399833679199219,4,0,sa_only,64
none,394184ffa5c74dd0,affine,4,2,11,5;0,11,seen_parameter,3,-0.44080066680908203,4,0,sa_only,64
shuffled,394184ffa5c74dd0,affine,4,2,11,5;0,11,seen_parameter,3,-0.43976354598999023,4,0,sa_only,64
wrong_rule,394184ffa5c74dd0,affine,4,2,11,5;0,11,seen_parameter,3,-0.4397897720336914,4,0,sa_only,64
correct,fffef275b18366db,affine,4,2,11,6;2,11,seen_parameter,7,-1.113856315612793,10,0,sa_only,64
none,fffef275b18366db,affine,4,2,11,6;2,11,seen_parameter,7,-1.1122522354125977,10,0,sa_only,64
shuffled,fffef275b18366db,affine,4,2,11,6;2,11,seen_parameter,7,-1.1138997077941895,10,0,sa_only,64
wrong_rule,fffef275b18366db,affine,4,2,11,6;2,11,seen_parameter,7,-1.1138429641723633,10,0,sa_only,64
correct,9a7832199e97e93f,affine,4,2,11,6;2,11,seen_parameter,2,-1.0160107612609863,11,0,sa_only,64
none,9a7832199e97e93f,affine,4,2,11,6;2,11,seen_parameter,2,-1.0156850814819336,11,0,sa_only,64
shuffled,9a7832199e97e93f,affine,4,2,11,6;2,11,seen_parameter,2,-1.0160088539123535,11,0,sa_only,64
wrong_rule,9a7832199e97e93f,affine,4,2,11,6;2,11,seen_parameter,2,-1.01600980758667,11,0,sa_only,64
correct,e12931177a1ed25f,affine,4,2,11,6;2,11,seen_parameter,2,-1.016007423400879,11,0,sa_only,64
none,e12931177a1ed25f,affine,4,2,11,6;2,11,seen_parameter,2,-1.0156850814819336,11,0,sa_only,64
shuffled,e12931177a1ed25f,affine,4,2,11,6;2,11,seen_parameter,2,-1.016007423400879,11,0,sa_only,64
wrong_rule,e12931177a1ed25f,affine,4,2,11,6;2,11,seen_parameter,2,-1.016007423400879,11,0,sa_only,64
correct,a6553331d92ee04c,affine,4,2,11,6;2,11,seen_parameter,5,-0.6048851013183594,5,0,sa_only,64
none,a6553331d92ee04c,affine,4,2,11,6;2,11,seen_parameter,5,-0.5883255004882812,5,0,sa_only,64
shuffled,a6553331d92ee04c,affine,4,2,11,6;2,11,seen_parameter,5,-0.6048994064331055,5,0,sa_only,64
wrong_rule,a6553331d92ee04c,affine,4,2,11,6;2,11,seen_parameter,5,-0.6049108505249023,5,0,sa_only,64
correct,9d4a82ef04d0e9d3,affine,4,2,11,4;6,11,seen_parameter,8,-0.5419683456420898,4,0,sa_only,64
none,9d4a82ef04d0e9d3,affine,4,2,11,4;6,11,seen_parameter,8,-0.5189781188964844,4,0,sa_only,64
shuffled,9d4a82ef04d0e9d3,affine,4,2,11,4;6,11,seen_parameter,8,-0.5421104431152344,4,0,sa_only,64
wrong_rule,9d4a82ef04d0e9d3,affine,4,2,11,4;6,11,seen_parameter,8,-0.5417919158935547,4,0,sa_only,64
correct,fc8422067ec765bd,affine,4,2,11,4;6,11,seen_parameter,5,-0.2240285873413086,3,0,sa_only,64
none,fc8422067ec765bd,affine,4,2,11,4;6,11,seen_parameter,5,-0.2246074676513672,3,0,sa_only,64
shuffled,fc8422067ec765bd,affine,4,2,11,4;6,11,seen_parameter,5,-0.22402715682983398,3,0,sa_only,64
wrong_rule,fc8422067ec765bd,affine,4,2,11,4;6,11,seen_parameter,5,-0.22404003143310547,3,0,sa_only,64
correct,7f12a98eb3222f1d,affine,4,2,11,4;6,11,seen_parameter,10,-0.5758686065673828,8,0,sa_only,64
none,7f12a98eb3222f1d,affine,4,2,11,4;6,11,seen_parameter,10,-0.5759596824645996,8,0,sa_only,64
shuffled,7f12a98eb3222f1d,affine,4,2,11,4;6,11,seen_parameter,10,-0.5753092765808105,8,0,sa_only,64
wrong_rule,7f12a98eb3222f1d,affine,4,2,11,4;6,11,seen_parameter,10,-0.5761041641235352,8,0,sa_only,64
correct,5b12130dacfb781a,affine,4,2,11,4;6,11,seen_parameter,0,-0.7549362182617188,5,0,sa_only,64
none,5b12130dacfb781a,affine,4,2,11,4;6,11,seen_parameter,0,-0.7456216812133789,5,0,sa_only,64
shuffled,5b12130dacfb781a,affine,4,2,11,4;6,11,seen_parameter,0,-0.7557783126831055,5,0,sa_only,64
wrong_rule,5b12130dacfb781a,affine,4,2,11,4;6,11,seen_parameter,0,-0.7550144195556641,5,0,sa_only,64
correct,696af9002fa611a3,affine,4,2,11,1;1,11,seen_parameter,7,-0.7647666931152344,7,0,sa_only,64
none,696af9002fa611a3,affine,4,2,11,1;1,11,seen_parameter,7,-0.7538547515869141,7,0,sa_only,64
shuffled,696af9002fa611a3,affine,4,2,11,1;1,11,seen_parameter,7,-0.7647676467895508,7,0,sa_only,64
wrong_rule,696af9002fa611a3,affine,4,2,11,1;1,11,seen_parameter,7,-0.7647285461425781,7,0,sa_only,64
correct,03e3255d1dbef4ba,affine,4,2,11,1;1,11,seen_parameter,4,0.144866943359375,1,1,sa_only,64
none,03e3255d1dbef4ba,affine,4,2,11,1;1,11,seen_parameter,4,0.16399097442626953,1,1,sa_only,64
shuffled,03e3255d1dbef4ba,affine,4,2,11,1;1,11,seen_parameter,4,0.16044998168945312,1,1,sa_only,64
wrong_rule,03e3255d1dbef4ba,affine,4,2,11,1;1,11,seen_parameter,4,0.1602773666381836,1,1,sa_only,64
correct,f950725d9dba376c,affine,4,2,11,1;1,11,seen_parameter,4,0.15132999420166016,1,1,sa_only,64
none,f950725d9dba376c,affine,4,2,11,1;1,11,seen_parameter,4,0.16399097442626953,1,1,sa_only,64
shuffled,f950725d9dba376c,affine,4,2,11,1;1,11,seen_parameter,4,0.1593151092529297,1,1,sa_only,64
wrong_rule,f950725d9dba376c,affine,4,2,11,1;1,11,seen_parameter,4,0.15866470336914062,1,1,sa_only,64
correct,9869351661797c17,affine,4,2,11,1;1,11,seen_parameter,5,-0.2952289581298828,2,0,sa_only,64
none,9869351661797c17,affine,4,2,11,1;1,11,seen_parameter,5,-0.2866973876953125,2,0,sa_only,64
shuffled,9869351661797c17,affine,4,2,11,1;1,11,seen_parameter,5,-0.29520320892333984,2,0,sa_only,64
wrong_rule,9869351661797c17,affine,4,2,11,1;1,11,seen_parameter,5,-0.29524993896484375,2,0,sa_only,64
correct,6140a08228265075,affine,4,2,11,8;5,11,seen_parameter,10,-0.7340250015258789,6,0,sa_only,64
none,6140a08228265075,affine,4,2,11,8;5,11,seen_parameter,10,-0.7346458435058594,6,0,sa_only,64
shuffled,6140a08228265075,affine,4,2,11,8;5,11,seen_parameter,10,-0.734130859375,6,0,sa_only,64
wrong_rule,6140a08228265075,affine,4,2,11,8;5,11,seen_parameter,10,-0.7341117858886719,6,0,sa_only,64
correct,eefefb9976e42f8e,affine,4,2,11,8;5,11,seen_parameter,5,-0.9104619026184082,10,0,sa_only,64
none,eefefb9976e42f8e,affine,4,2,11,8;5,11,seen_parameter,5,-0.9102954864501953,10,0,sa_only,64
shuffled,eefefb9976e42f8e,affine,4,2,11,8;5,11,seen_parameter,5,-0.9104623794555664,10,0,sa_only,64
wrong_rule,eefefb9976e42f8e,affine,4,2,11,8;5,11,seen_parameter,5,-0.9104604721069336,10,0,sa_only,64
correct,4d122badb1ee0821,affine,4,2,11,8;5,11,seen_parameter,4,-0.36875057220458984,3,0,sa_only,64
none,4d122badb1ee0821,affine,4,2,11,8;5,11,seen_parameter,4,-0.35201549530029297,3,0,sa_only,64
shuffled,4d122badb1ee0821,affine,4,2,11,8;5,11,seen_parameter,4,-0.3647785186767578,3,0,sa_only,64
wrong_rule,4d122badb1ee0821,affine,4,2,11,8;5,11,seen_parameter,4,-0.3629302978515625,3,0,sa_only,64
correct,f3d0cfd107dbe756,affine,4,2,11,8;5,11,seen_parameter,1,-0.07011127471923828,2,0,sa_only,64
none,f3d0cfd107dbe756,affine,4,2,11,8;5,11,seen_parameter,1,-0.07328605651855469,2,0,sa_only,64
shuffled,f3d0cfd107dbe756,affine,4,2,11,8;5,11,seen_parameter,1,-0.0701141357421875,2,0,sa_only,64
wrong_rule,f3d0cfd107dbe756,affine,4,2,11,8;5,11,seen_parameter,1,-0.06977558135986328,2,0,sa_only,64
correct,245ae1faa16449d6,affine,4,2,11,0;7,11,seen_parameter,7,0.025694847106933594,1,1,sa_only,64
none,245ae1faa16449d6,affine,4,2,11,0;7,11,seen_parameter,7,0.032919883728027344,1,1,sa_only,64
shuffled,245ae1faa16449d6,affine,4,2,11,0;7,11,seen_parameter,7,0.025694847106933594,1,1,sa_only,64
wrong_rule,245ae1faa16449d6,affine,4,2,11,0;7,11,seen_parameter,7,0.026665687561035156,1,1,sa_only,64
correct,f40c39d8fc3841da,affine,4,2,11,0;7,11,seen_parameter,7,-1.1136484146118164,10,0,sa_only,64
none,f40c39d8fc3841da,affine,4,2,11,0;7,11,seen_parameter,7,-1.1122522354125977,10,0,sa_only,64
shuffled,f40c39d8fc3841da,affine,4,2,11,0;7,11,seen_parameter,7,-1.1136484146118164,10,0,sa_only,64
wrong_rule,f40c39d8fc3841da,affine,4,2,11,0;7,11,seen_parameter,7,-1.113661766052246,10,0,sa_only,64
correct,4999aa41023acc7b,affine,4,2,11,0;7,11,seen_parameter,7,-0.6654453277587891,8,0,sa_only,64
none,4999aa41023acc7b,affine,4,2,11,0;7,11,seen_parameter,7,-0.6644535064697266,8,0,sa_only,64
shuffled,4999aa41023acc7b,affine,4,2,11,0;7,11,seen_parameter,7,-0.6654453277587891,8,0,sa_only,64
wrong_rule,4999aa41023acc7b,affine,4,2,11,0;7,11,seen_parameter,7,-0.6649398803710938,8,0,sa_only,64
correct,f5aacc816731f841,affine,4,2,11,0;7,11,seen_parameter,7,-1.113621711730957,10,0,sa_only,64
none,f5aacc816731f841,affine,4,2,11,0;7,11,seen_parameter,7,-1.1122522354125977,10,0,sa_only,64
shuffled,f5aacc816731f841,affine,4,2,11,0;7,11,seen_parameter,7,-1.113621711730957,10,0,sa_only,64
wrong_rule,f5aacc816731f841,affine,4,2,11,0;7,11,seen_parameter,7,-1.1136364936828613,10,0,sa_only,64
correct,e4f6c6fcb5b17d63,affine,4,2,11,7;3,11,seen_parameter,1,0.32061004638671875,1,1,sa_only,64
none,e4f6c6fcb5b17d63,affine,4,2,11,7;3,11,seen_parameter,1,0.2987985610961914,1,1,sa_only,64
shuffled,e4f6c6fcb5b17d63,affine,4,2,11,7;3,11,seen_parameter,1,0.3204822540283203,1,1,sa_only,64
wrong_rule,e4f6c6fcb5b17d63,affine,4,2,11,7;3,11,seen_parameter,1,0.32073307037353516,1,1,sa_only,64
correct,47b5f106438777cf,affine,4,2,11,7;3,11,seen_parameter,9,-1.635411262512207,8,0,sa_only,64
none,47b5f106438777cf,affine,4,2,11,7;3,11,seen_parameter,9,-1.6128935813903809,8,0,sa_only,64
shuffled,47b5f106438777cf,affine,4,2,11,7;3,11,seen_parameter,9,-1.6353931427001953,8,0,sa_only,64
wrong_rule,47b5f106438777cf,affine,4,2,11,7;3,11,seen_parameter,9,-1.637113094329834,8,0,sa_only,64
correct,c49ba2c41dbe1488,affine,4,2,11,7;3,11,seen_parameter,10,-0.5754427909851074,8,0,sa_only,64
none,c49ba2c41dbe1488,affine,4,2,11,7;3,11,seen_parameter,10,-0.5759596824645996,8,0,sa_only,64
shuffled,c49ba2c41dbe1488,affine,4,2,11,7;3,11,seen_parameter,10,-0.5757102966308594,8,0,sa_only,64
wrong_rule,c49ba2c41dbe1488,affine,4,2,11,7;3,11,seen_parameter,10,-0.5760421752929688,8,0,sa_only,64
correct,2fef3907ed778b8e,affine,4,2,11,7;3,11,seen_parameter,7,-1.1136541366577148,10,0,sa_only,64
none,2fef3907ed778b8e,affine,4,2,11,7;3,11,seen_parameter,7,-1.1122522354125977,10,0,sa_only,64
shuffled,2fef3907ed778b8e,affine,4,2,11,7;3,11,seen_parameter,7,-1.1136999130249023,10,0,sa_only,64
wrong_rule,2fef3907ed778b8e,affine,4,2,11,7;3,11,seen_parameter,7,-1.1136541366577148,10,0,sa_only,64
correct,4296fda495c23e7b,affine,4,2,11,4;10,11,seen_parameter,8,-0.5634422302246094,6,0,sa_only,64
none,4296fda495c23e7b,affine,4,2,11,4;10,11,seen_parameter,8,-0.5643987655639648,6,0,sa_only,64
shuffled,4296fda495c23e7b,affine,4,2,11,4;10,11,seen_parameter,8,-0.5634698867797852,6,0,sa_only,64
wrong_rule,4296fda495c23e7b,affine,4,2,11,4;10,11,seen_parameter,8,-0.5630435943603516,6,0,sa_only,64
correct,7364301371d4782b,affine,4,2,11,4;10,11,seen_parameter,5,-0.5488996505737305,6,0,sa_only,64
none,7364301371d4782b,affine,4,2,11,4;10,11,seen_parameter,5,-0.5524682998657227,6,0,sa_only,64
shuffled,7364301371d4782b,affine,4,2,11,4;10,11,seen_parameter,5,-0.5489048957824707,6,0,sa_only,64
wrong_rule,7364301371d4782b,affine,4,2,11,4;10,11,seen_parameter,5,-0.5488615036010742,6,0,sa_only,64
correct,ba8b3d5dc5c44b59,affine,4,2,11,4;10,11,seen_parameter,0,-0.9492807388305664,10,0,sa_only,64
none,ba8b3d5dc5c44b59,affine,4,2,11,4;10,11,seen_parameter,0,-0.9437808990478516,10,0,sa_only,64
shuffled,ba8b3d5dc5c44b59,affine,4,2,11,4;10,11,seen_parameter,0,-0.9455623626708984,10,0,sa_only,64
wrong_rule,ba8b3d5dc5c44b59,affine,4,2,11,4;10,11,seen_parameter,0,-0.945307731628418,10,0,sa_only,64
correct,35c8853bee200ea9,affine,4,2,11,4;10,11,seen_parameter,1,0.3207664489746094,1,1,sa_only,64
none,35c8853bee200ea9,affine,4,2,11,4;10,11,seen_parameter,1,0.2987985610961914,1,1,sa_only,64
shuffled,35c8853bee200ea9,affine,4,2,11,4;10,11,seen_parameter,1,0.3207521438598633,1,1,sa_only,64
wrong_rule,35c8853bee200ea9,affine,4,2,11,4;10,11,seen_parameter,1,0.32065677642822266,1,1,sa_only,64
correct,b4addf270904281a,affine,4,2,11,1;4,11,seen_parameter,1,-0.21565675735473633,2,0,sa_only,64
none,b4addf270904281a,affine,4,2,11,1;4,11,seen_parameter,1,-0.21680688858032227,2,0,sa_only,64
shuffled,b4addf270904281a,affine,4,2,11,1;4,11,seen_parameter,1,-0.21565961837768555,2,0,sa_only,64
wrong_rule,b4addf270904281a,affine,4,2,11,1;4,11,seen_parameter,1,-0.21567058563232422,2,0,sa_only,64
correct,394e92ec328692eb,affine,4,2,11,1;4,11,seen_parameter,9,-1.0378847122192383,8,0,sa_only,64
none,394e92ec328692eb,affine,4,2,11,1;4,11,seen_parameter,9,-1.0377302169799805,8,0,sa_only,64
shuffled,394e92ec328692eb,affine,4,2,11,1;4,11,seen_parameter,9,-1.0380897521972656,8,0,sa_only,64
wrong_rule,394e92ec328692eb,affine,4,2,11,1;4,11,seen_parameter,9,-1.03802490234375,8,0,sa_only,64
correct,46869e279bfa7c85,affine,4,2,11,1;4,11,seen_parameter,4,-0.4533553123474121,3,0,sa_only,64
none,46869e279bfa7c85,affine,4,2,11,1;4,11,seen_parameter,4,-0.4528841972351074,3,0,sa_only,64
shuffled,46869e279bfa7c85,affine,4,2,11,1;4,11,seen_parameter,4,-0.4533572196960449,3,0,sa_only,64
wrong_rule,46869e279bfa7c85,affine,4,2,11,1;4,11,seen_parameter,4,-0.4533567428588867,3,0,sa_only,64
correct,c12a366a9c77f585,affine,4,2,11,1;4,11,seen_parameter,0,-0.6487832069396973,7,0,sa_only,64
none,c12a366a9c77f585,affine,4,2,11,1;4,11,seen_parameter,0,-0.6492953300476074,7,0,sa_only,64
shuffled,c12a366a9c77f585,affine,4,2,11,1;4,11,seen_parameter,0,-0.6488232612609863,7,0,sa_only,64
wrong_rule,c12a366a9c77f585,affine,4,2,11,1;4,11,seen_parameter,0,-0.6488747596740723,7,0,sa_only,64
correct,54e3dd296fc716fa,affine,4,2,11,10;7,11,seen_parameter,4,0.16059303283691406,1,1,sa_only,64
none,54e3dd296fc716fa,affine,4,2,11,10;7,11,seen_parameter,4,0.16399097442626953,1,1,sa_only,64
shuffled,54e3dd296fc716fa,affine,4,2,11,10;7,11,seen_parameter,4,0.152587890625,1,1,sa_only,64
wrong_rule,54e3dd296fc716fa,affine,4,2,11,10;7,11,seen_parameter,4,0.15848731994628906,1,1,sa_only,64
correct,c5f398ce11108e6e,affine,4,2,11,10;7,11,seen_parameter,5,-1.3691606521606445,11,0,sa_only,64
none,c5f398ce11108e6e,affine,4,2,11,10;7,11,seen_parameter,5,-1.3962535858154297,11,0,sa_only,64
shuffled,c5f398ce11108e6e,affine,4,2,11,10;7,11,seen_parameter,5,-1.3725109100341797,11,0,sa_only,64
wrong_rule,c5f398ce11108e6e,affine,4,2,11,10;7,11,seen_parameter,5,-1.367915153503418,11,0,sa_only,64
correct,0800346a33031ddd,affine,4,2,11,10;7,11,seen_parameter,2,-0.49213266372680664,5,0,sa_only,64
none,0800346a33031ddd,affine,4,2,11,10;7,11,seen_parameter,2,-0.49748706817626953,5,0,sa_only,64
shuffled,0800346a33031ddd,affine,4,2,11,10;7,11,seen_parameter,2,-0.4918026924133301,5,0,sa_only,64
wrong_rule,0800346a33031ddd,affine,4,2,11,10;7,11,seen_parameter,2,-0.49199485778808594,5,0,sa_only,64
correct,4a97f064ae8457a8,affine,4,2,11,10;7,11,seen_parameter,4,0.16091346740722656,1,1,sa_only,64
none,4a97f064ae8457a8,affine,4,2,11,10;7,11,seen_parameter,4,0.16399097442626953,1,1,sa_only,64
shuffled,4a97f064ae8457a8,affine,4,2,11,10;7,11,seen_parameter,4,0.16322898864746094,1,1,sa_only,64
wrong_rule,4a97f064ae8457a8,affine,4,2,11,10;7,11,seen_parameter,4,0.15837860107421875,1,1,sa_only,64
correct,519fffd4616db197,affine,4,2,11,6;4,11,seen_parameter,6,-1.9608745574951172,11,0,sa_only,64
none,519fffd4616db197,affine,4,2,11,6;4,11,seen_parameter,6,-1.9491634368896484,11,0,sa_only,64
shuffled,519fffd4616db197,affine,4,2,11,6;4,11,seen_parameter,6,-1.9608583450317383,11,0,sa_only,64
wrong_rule,519fffd4616db197,affine,4,2,11,6;4,11,seen_parameter,6,-1.960740566253662,11,0,sa_only,64
correct,29d36e0d277e5af3,affine,4,2,11,6;4,11,seen_parameter,1,-0.06943130493164062,2,0,sa_only,64
none,29d36e0d277e5af3,affine,4,2,11,6;4,11,seen_parameter,1,-0.07328605651855469,2,0,sa_only,64
shuffled,29d36e0d277e5af3,affine,4,2,11,6;4,11,seen_parameter,1,-0.0692596435546875,2,0,sa_only,64
wrong_rule,29d36e0d277e5af3,affine,4,2,11,6;4,11,seen_parameter,1,-0.0693359375,2,0,sa_only,64
correct,8f5e30fd2d1eaa7e,affine,4,2,11,6;4,11,seen_parameter,7,-0.7647514343261719,7,0,sa_only,64
none,8f5e30fd2d1eaa7e,affine,4,2,11,6;4,11,seen_parameter,7,-0.7538547515869141,7,0,sa_only,64
shuffled,8f5e30fd2d1eaa7e,affine,4,2,11,6;4,11,seen_parameter,7,-0.7647638320922852,7,0,sa_only,64
wrong_rule,8f5e30fd2d1eaa7e,affine,4,2,11,6;4,11,seen_parameter,7,-0.7647991180419922,7,0,sa_only,64
correct,07564b8f11535b26,affine,4,2,11,6;4,11,seen_parameter,10,-0.575960636138916,8,0,sa_only,64
none,07564b8f11535b26,affine,4,2,11,6;4,11,seen_parameter,10,-0.5759596824645996,8,0,sa_only,64
shuffled,07564b8f11535b26,affine,4,2,11,6;4,11,seen_parameter,10,-0.5763001441955566,8,0,sa_only,64
wrong_rule,07564b8f11535b26,affine,4,2,11,6;4,11,seen_parameter,10,-0.5762233734130859,8,0,sa_only,64
correct,e472268e4c6bf4d8,affine,4,2,11,9;5,11,seen_parameter,3,-0.3860616683959961,6,0,sa_only,64
