condition,loss,seed,step
partial_starts,1.3668700456619263,37,500
partial_starts,1.2034344673156738,37,550
partial_starts,0.8249181509017944,37,600
partial_starts,1.032328486442566,37,650
partial_starts,0.9087297916412354,37,700
partial_starts,1.0413951873779297,37,750
partial_starts,0.7432821989059448,37,800
partial_starts,0.9196195602416992,37,850
partial_starts,0.7299566864967346,37,900
partial_starts,0.7175719738006592,37,950
partial_starts,0.8782261610031128,37,1000
high_diversity,43.534934997558594,11,1
high_diversity,4.44943380355835,11,50
high_diversity,2.9187028408050537,11,100
high_diversity,2.838425874710083,11,150
high_diversity,2.6221303939819336,11,200
high_diversity,2.4031832218170166,11,250
high_diversity,2.001929759979248,11,300
high_diversity,0.7334500551223755,11,350
high_diversity,0.043272338807582855,11,400
high_diversity,0.04816630482673645,11,450
high_diversity,0.0014244143385440111,11,500
high_diversity,0.02446950413286686,11,550
high_diversity,0.03855901584029198,11,600
high_diversity,0.025964263826608658,11,650
high_diversity,0.08061566948890686,11,700
high_diversity,0.13306409120559692,11,750
high_diversity,0.0009826906025409698,11,800
high_diversity,0.008825779892504215,11,850
high_diversity,0.0008258598390966654,11,900
high_diversity,0.0023491820320487022,11,950
high_diversity,0.04009472206234932,11,1000
high_diversity,42.70273971557617,23,1
high_diversity,5.175939083099365,23,50
high_diversity,2.788558006286621,23,100
high_diversity,0.7770546674728394,23,150
high_diversity,0.20244154334068298,23,200
high_diversity,0.02045523002743721,23,250
high_diversity,0.019687887281179428,23,300
high_diversity,0.06099976971745491,23,350
high_diversity,0.03454097732901573,23,400
high_diversity,0.046498216688632965,23,450
high_diversity,0.13452854752540588,23,500
high_diversity,0.00019655126379802823,23,550
high_diversity,0.0017601137515157461,23,600
high_diversity,0.13345040380954742,23,650
high_diversity,0.01769593544304371,23,700
high_diversity,0.007232955656945705,23,750
high_diversity,0.0017961269477382302,23,800
high_diversity,0.05175812914967537,23,850
high_diversity,0.02565735951066017,23,900
high_diversity,0.011215940117835999,23,950
high_diversity,0.0032428407575935125,23,1000
high_diversity,42.21581268310547,37,1
high_diversity,4.617878437042236,37,50
high_diversity,2.8700919151306152,37,100
high_diversity,2.113576650619507,37,150
high_diversity,0.44383320212364197,37,200
high_diversity,0.04061781242489815,37,250
high_diversity,0.06282850354909897,37,300
high_diversity,0.003567551262676716,37,350
high_diversity,0.002417690586298704,37,400
high_diversity,0.0016649512108415365,37,450
high_diversity,0.07725927233695984,37,500
high_diversity,0.0077372663654387,37,550
high_diversity,0.07731035351753235,37,600
high_diversity,0.00045247029629535973,37,650
high_diversity,0.0030745717231184244,37,700
high_diversity,0.17252540588378906,37,750
high_diversity,0.0072126793675124645,37,800
high_diversity,0.05476447939872742,37,850
high_diversity,0.00027096664416603744,37,900
high_diversity,0.00020627284538932145,37,950
high_diversity,0.007955600507557392,37,1000
partial_diversity,43.1990966796875,11,1
partial_diversity,5.102127552032471,11,50
partial_diversity,3.2331972122192383,11,100
partial_diversity,3.1104202270507812,11,150
partial_diversity,3.0766851902008057,11,200
partial_diversity,2.9834272861480713,11,250
partial_diversity,2.8291239738464355,11,300
partial_diversity,2.1750049591064453,11,350
partial_diversity,1.542344570159912,11,400
partial_diversity,1.6771292686462402,11,450
partial_diversity,1.2479115724563599,11,500
partial_diversity,1.146708369255066,11,550
partial_diversity,1.0306190252304077,11,600
partial_diversity,0.8166491389274597,11,650
partial_diversity,0.7975409030914307,11,700
partial_diversity,0.8097588419914246,11,750
partial_diversity,0.7950423359870911,11,800
partial_diversity,0.8297668099403381,11,850
partial_diversity,0.7850808501243591,11,900
partial_diversity,0.9323354363441467,11,950
partial_diversity,0.7179975509643555,11,1000
partial_diversity,42.15346908569336,23,1
partial_diversity,5.211693286895752,23,50
partial_diversity,3.2975857257843018,23,100
partial_diversity,3.0226008892059326,23,150
partial_diversity,2.4943478107452393,23,200
partial_diversity,1.80784010887146,23,250
partial_diversity,1.321643352508545,23,300
partial_diversity,1.2196425199508667,23,350
partial_diversity,1.0612748861312866,23,400
partial_diversity,1.2940932512283325,23,450
partial_diversity,1.3028883934020996,23,500
partial_diversity,0.8733932971954346,23,550
partial_diversity,0.9208340048789978,23,600
partial_diversity,0.9153550267219543,23,650
partial_diversity,1.0075386762619019,23,700
partial_diversity,0.6366576552391052,23,750
partial_diversity,0.6356509923934937,23,800
partial_diversity,0.6504588723182678,23,850
partial_diversity,0.6340969800949097,23,900
partial_diversity,0.8291863203048706,23,950
partial_diversity,0.4964337944984436,23,1000
partial_diversity,41.5275993347168,37,1
partial_diversity,5.031849384307861,37,50
partial_diversity,3.2140841484069824,37,100
partial_diversity,3.086106538772583,37,150
partial_diversity,2.859685182571411,37,200
partial_diversity,1.918394923210144,37,250
partial_diversity,1.4643703699111938,37,300
partial_diversity,1.186228632926941,37,350
partial_diversity,1.2117571830749512,37,400
partial_diversity,1.1505844593048096,37,450
partial_diversity,1.1267286539077759,37,500
partial_diversity,1.103492259979248,37,550
partial_diversity,1.2909425497055054,37,600
partial_diversity,0.8739798069000244,37,650
partial_diversity,0.8325162529945374,37,700
partial_diversity,0.9750544428825378,37,750
partial_diversity,0.8600892424583435,37,800
partial_diversity,0.777571439743042,37,850
partial_diversity,0.6219306588172913,37,900
partial_diversity,0.6648846864700317,37,950
partial_diversity,0.761120080947876,37,1000
