fraction_positive_margin_update,from_depth,margin_update_snr,mean_margin_update,model_seed,nuisance_count,predictive_family_id,to_depth,var_margin_update
0.0,4,-7.9482191948895045,-3.012181123097738,23,8,binary_functor:r0,5,0.14362249636473498
1.0,5,5.0336416805845845,1.8340282440185547,23,8,binary_functor:r0,6,0.13275394050552594
1.0,6,23.411351811556404,9.11516809463501,23,8,binary_functor:r0,7,0.15159202660164406
1.0,7,3.99784488718448,0.5182208220163981,23,8,binary_functor:r0,8,0.01680264960874879
1.0,0,943345260.6201172,9.433452606201172,23,0,binary_functor:r1,1,0.0
1.0,1,2554149341.583252,25.54149341583252,23,0,binary_functor:r1,2,0.0
1.0,2,836199665.0695801,8.3619966506958,23,0,binary_functor:r1,3,0.0
1.0,3,375474357.60498047,3.7547435760498047,23,0,binary_functor:r1,4,0.0
1.0,4,44439315.79589844,0.4443931579589844,23,0,binary_functor:r1,5,0.0
0.0,5,-221158790.5883789,-2.211587905883789,23,0,binary_functor:r1,6,0.0
0.0,6,-143037414.55078125,-1.4303741455078125,23,0,binary_functor:r1,7,0.0
0.0,7,-367680835.72387695,-3.6768083572387695,23,0,binary_functor:r1,8,0.0
1.0,0,9.721235387337083,10.316884676615397,23,4,binary_functor:r1,1,1.1263003665939542
1.0,1,12.544475047654775,23.209441979726154,23,4,binary_functor:r1,2,3.4231380125575566
1.0,2,6.650466884955477,9.068132162094116,23,4,binary_functor:r1,3,1.8592226654908162
1.0,3,11.380251315819148,4.727863947550456,23,4,binary_functor:r1,4,0.1725942067579595
0.08333333333333333,4,-1.2042100110677079,-1.1881920496622722,23,4,binary_functor:r1,5,0.9735736447841411
0.0,5,-7.008269685374866,-3.5067176024119058,23,4,binary_functor:r1,6,0.2503686561064748
0.0,6,-3.5236628921732795,-0.6702268123626709,23,4,binary_functor:r1,7,0.036178857166326205
0.0,7,-8.965849929443177,-3.8899246056874595,23,4,binary_functor:r1,8,0.18823458337720747
1.0,0,2.4335111680910506,5.745233535766602,23,8,binary_functor:r1,1,5.5737653660703055
1.0,1,12.028635053173732,24.496825853983562,23,8,binary_functor:r1,2,4.147505093883383
1.0,2,3.34760881163051,11.566522439320883,23,8,binary_functor:r1,3,11.938127207712292
0.9166666666666666,3,1.4725328874769914,2.4045779705047607,23,8,binary_functor:r1,4,2.666537628435208
0.9166666666666666,4,2.0421238086670095,3.7469776471455893,23,8,binary_functor:r1,5,3.366650723755122
0.3333333333333333,5,-0.590445842756959,-1.1998097896575928,23,8,binary_functor:r1,6,4.129188030703869
0.08333333333333333,6,-2.1704887525665555,-1.5542823473612468,23,8,binary_functor:r1,7,0.5127961284613665
0.5,7,-0.29983373571173294,-0.4984314441680908,23,8,binary_functor:r1,8,2.7634389097407333
1.0,0,952871322.6318359,9.52871322631836,23,0,binary_functor:r2,1,0.0
1.0,1,1199522590.637207,11.99522590637207,23,0,binary_functor:r2,2,0.0
1.0,2,399268817.9016113,3.9926881790161133,23,0,binary_functor:r2,3,0.0
1.0,3,40984153.747558594,0.40984153747558594,23,0,binary_functor:r2,4,0.0
1.0,4,882302665.7104492,8.823026657104492,23,0,binary_functor:r2,5,0.0
1.0,5,202437496.18530273,2.0243749618530273,23,0,binary_functor:r2,6,0.0
0.0,6,-295200347.9003906,-2.9520034790039062,23,0,binary_functor:r2,7,0.0
0.0,7,-321990203.8574219,-3.2199020385742188,23,0,binary_functor:r2,8,0.0
1.0,0,22.385181491393567,8.974130471547445,23,4,binary_functor:r2,1,0.16071762174658832
1.0,1,42.01593547522783,12.86203416188558,23,4,binary_functor:r2,2,0.09371113850802155
1.0,2,6.343204642209248,3.0035670598347983,23,4,binary_functor:r2,3,0.2242111477368753
1.0,3,4.266582008829918,0.8138426939646403,23,4,binary_functor:r2,4,0.036384859079252034
1.0,4,17.304548414883445,7.640764633814494,23,4,binary_functor:r2,5,0.19496339709546576
1.0,5,9.720772273977829,2.9823745091756186,23,4,binary_functor:r2,6,0.0941288582352806
0.0,6,-2.3327761890749548,-1.9550338586171467,23,4,binary_functor:r2,7,0.702364266880226
0.0,7,-14.181986122513928,-2.8965508937835693,23,4,binary_functor:r2,8,0.04171460856380029
1.0,0,4.289967025259158,6.8349235852559405,23,8,binary_functor:r2,1,2.5383962268447386
1.0,1,17.422356552022983,12.51023538907369,23,8,binary_functor:r2,2,0.5156050421802996
1.0,2,3.3362394301475313,2.534711996714274,23,8,binary_functor:r2,3,0.5772219099539364
0.6666666666666666,3,0.22101538542594237,0.19447573026021323,23,8,binary_functor:r2,4,0.7742581721169465
1.0,4,8.330280280537016,6.7197794914245605,23,8,binary_functor:r2,5,0.6507149810153847
