accuracy,branching,distractors,evaluation_axis,mean_margin,mean_target_probability,model_depth,model_seed,n,predicate,required_path,total_depth
0.6041666666666666,2,4,depth_path,-0.02101835608482361,0.3014794741939113,2,11,48,ancestor_k,2,2
0.2916666666666667,2,4,depth_path,-1.6385738750298817,0.1398201481133583,2,11,48,ancestor_k,1,3
0.5416666666666666,2,4,depth_path,0.24588801463445029,0.5451139736299714,2,11,48,isAncestor,1,3
0.5416666666666666,2,4,depth_path,0.39306483666102093,0.5639209713165959,2,11,48,isAncestor,2,3
0.5416666666666666,2,4,depth_path,0.24390457073847452,0.5446439686541756,2,11,48,isAncestor,3,3
0.1875,2,4,depth_path,-1.7425408959388733,0.10681837238075786,2,11,48,root,4,4
0.5208333333333334,2,0,distractors,0.24446258942286173,0.538863403412203,2,11,48,isAncestor,3,8
0.16666666666666666,2,4,depth_path,-2.0473075211048126,0.07510772118257592,2,11,48,parent,1,5
0.22916666666666666,2,4,depth_path,-2.0903709630171456,0.08130822814913093,2,11,48,grandparent,2,5
0.16666666666666666,2,4,depth_path,-1.9585796892642975,0.09893907746421367,2,11,48,ancestor_k,2,3
0.16666666666666666,2,4,depth_path,-2.3448610057433448,0.07374464536193652,2,11,48,ancestor_k,1,4
0.5833333333333334,2,4,depth_path,0.3499640425046285,0.5627568836013476,2,11,48,isAncestor,1,4
0.5625,2,4,depth_path,0.4009360869725545,0.5709996788452069,2,11,48,isAncestor,2,4
0.5833333333333334,2,4,depth_path,0.37971242268880206,0.5659781681994597,2,11,48,isAncestor,3,4
0.5833333333333334,2,4,depth_path,0.3644431233406067,0.5600932538509369,2,11,48,isAncestor,4,4
0.16666666666666666,2,4,depth_path,-2.2277221431334815,0.0744279940014773,2,11,48,root,5,5
0.14583333333333334,2,4,depth_path,-2.543498540918032,0.07631622879853239,2,11,48,parent,1,6
0.14583333333333334,2,4,depth_path,-2.5432581702868142,0.06905863594874972,2,11,48,grandparent,2,6
0.3958333333333333,2,4,depth_path,-1.0148927172025044,0.18298129704999155,2,11,48,ancestor_k,3,3
0.2708333333333333,2,4,depth_path,-2.104521612326304,0.10247925879851512,2,11,48,ancestor_k,2,4
0.1875,2,4,depth_path,-2.1434548000494638,0.07112788818388556,2,11,48,ancestor_k,1,5
0.5416666666666666,2,4,depth_path,0.3928071856498718,0.5684162667021155,2,11,48,isAncestor,1,5
0.5208333333333334,2,4,depth_path,0.3718448281288147,0.5645133514578143,2,11,48,isAncestor,2,5
0.5416666666666666,2,4,depth_path,0.42667625347773236,0.5770779503509402,2,11,48,isAncestor,3,5
0.5416666666666666,2,4,depth_path,0.4158783157666524,0.5719972976172963,2,11,48,isAncestor,4,5
0.5416666666666666,2,4,depth_path,0.31658854087193805,0.558637000930806,2,11,48,isAncestor,5,5
0.0625,2,4,depth_path,-2.6368587017059326,0.05562964836250709,2,11,48,root,6,6
0.1875,2,0,distractors,-2.4381668170293174,0.06020721966226953,2,11,48,ancestor_k,3,8
0.14583333333333334,2,4,depth_path,-1.9968741188446681,0.08766241211318022,2,11,48,ancestor_k,3,4
0.20833333333333334,2,4,depth_path,-2.0491923093795776,0.08593095005047265,2,11,48,ancestor_k,2,5
0.14583333333333334,2,4,depth_path,-2.507143105069796,0.07652065628917626,2,11,48,ancestor_k,1,6
0.5416666666666666,2,4,depth_path,0.4183400472005208,0.5708408812060952,2,11,48,isAncestor,1,6
0.5208333333333334,2,4,depth_path,0.3030635714530945,0.550489810295403,2,11,48,isAncestor,2,6
